occurrenceID,verbatimName,alternateName,displayOrder,name,agentType,action,agentIdentifierType,attributionRemarks,identifier
https://herbarium.bgbm.org/object/B100306374,"Darmer,G.",G. Darmer,0,Gerhard Darmer,Person,collected,wikidata,1.0 (cos similarity),http://www.wikidata.org/entity/Q95248231
http://id.snsb.info/snsb/collection/662843/720665/369822,"Darwin, C.",C. Darwin,0,Charles Darwin,Person,collected,wikidata,1.0 (cos similarity),http://www.wikidata.org/entity/Q1035
http://id.snsb.info/snsb/collection/502378/623612/281168,"Dauphin, G.",G. Dauphin,0,Gregorio Dauphin,Person,collected,wikidata,1.0 (cos similarity),http://www.wikidata.org/entity/Q21509883
https://herbarium.bgbm.org/object/B101133793,"Davall,A.",A. Davall,0,Albert Davall,Person,collected,wikidata,1.0 (cos similarity),http://www.wikidata.org/entity/Q1584819
http://id.snsb.info/snsb/collection/459248/559949/238097,"Daveau, J.A. (no. 2577)",J.A. Daveau,0,Jules Alexandre Daveau,Person,collected,wikidata,1.0 (cos similarity),http://www.wikidata.org/entity/Q15277191
http://id.snsb.info/snsb/collection/469122/575425/248074,"David, A. (no. 2862)",A. David,0,Armand David,Person,collected,wikidata,1.0 (cos similarity),http://www.wikidata.org/entity/Q346939
http://id.snsb.info/snsb/collection/469122/575425/248074,"David, A. (no. 2862)",A. David,1,Alix David,Person,collected,wikidata,1.0 (cos similarity),http://www.wikidata.org/entity/Q21509890
http://id.snsb.info/snsb/collection/469122/575425/248074,"David, A. (no. 2862)",A. David,2,Allison David,Person,collected,wikidata,1.0 (cos similarity),http://www.wikidata.org/entity/Q33668604
https://dr.jacq.org/DR064215,"Davidov,B.",B. Davidov,0,Bozimir Davidov,Person,collected,wikidata,1.0 (cos similarity),http://www.wikidata.org/entity/Q5733005
http://id.snsb.info/snsb/collection/501257/622476/280060,"Davidse, G.",G. Davidse,0,Gerrit Davidse,Person,collected,wikidata,1.0 (cos similarity),http://www.wikidata.org/entity/Q2115205
https://herbarium.bgbm.org/object/B100241569,"Davidson,A.",A. Davidson,0,Anstruther Davidson,Person,collected,wikidata,1.0 (cos similarity),http://www.wikidata.org/entity/Q5696688
https://herbarium.bgbm.org/object/B100241569,"Davidson,A.",A. Davidson,1,Amanda Davidson,Person,collected,wikidata,1.0 (cos similarity),http://www.wikidata.org/entity/Q88807123
https://herbarium.bgbm.org/object/B100349813,"Rogers,Z.S., Ranaivojaona,R., Randriatafika,F., Rabenantoandro,J., Davidson,C. & Cristoph,S.",C. Davidson,0,Carol Davidson,Person,collected,wikidata,1.0 (cos similarity),http://www.wikidata.org/entity/Q14935986
