,family,given,suffix,particle,dropping_particle,nick,appellation,title,canonical_string_collector_parsed,occurrenceID_collectors_count,occurrenceID_collectors_firstsample,old_index,namematch_source_data,namematch_resource_data,namematch_similarity
9429,Kneucker,J.A.,,,,,,,"Kneucker, J.A.",1,https://herbarium.bgbm.org/object/B100365888,7966.0,"Kneucker, J.A.","Kneucker, J.A.",1.0
9430,Knight,H.H.,,,,,,,"Knight, H.H.",1,https://je.jacq.org/JE04002875,7967.0,"Knight, H.H.","Knight, H.H.",1.0
9432,Knight,W.,,,,,,,"Knight, W.",1,https://herbarium.bgbm.org/object/B101233178,7969.0,"Knight, W.","Knight, W.",1.0
9439,Knoll,F.,,,,,,,"Knoll, F.",4,https://herbarium.bgbm.org/object/B100029607,7976.0,"Knoll, F.","Knoll, F.",1.0
9443,Knorring,O.,,,,,,,"Knorring, O.",10,http://id.snsb.info/snsb/collection/117833/176633/118886,7977.0,"Knorring, O.","Knorring, O.",1.0
9449,Kny,L.,,,,,,,"Kny, L.",1,https://herbarium.bgbm.org/object/B100153810,7983.0,"Kny, L.","Kny, L.",1.0
9456,Koch,A.,,,,,,,"Koch, A.",2,https://herbarium.bgbm.org/object/B101224905,7989.0,"Koch, A.","Koch, A.",1.0
9457,Koch,C.,,,,,,,"Koch, C.",4,https://herbarium.bgbm.org/object/B100426223,7990.0,"Koch, C.","Koch, C.",1.0
9459,Koch,E.,,,,,,,"Koch, E.",35,https://je.jacq.org/JE00017064,7992.0,"Koch, E.","Koch, E.",1.0
9461,Koch,G.F.,,,,,,,"Koch, G.F.",1,https://herbarium.bgbm.org/object/B100742931,7994.0,"Koch, G.F.","Koch, G.F.",1.0
9462,Koch,H.,,,,,,,"Koch, H.",1,https://herbarium.bgbm.org/object/B200147637,7995.0,"Koch, H.","Koch, H.",1.0
9463,Koch,I.,,,,,,,"Koch, I.",1,https://herbarium.bgbm.org/object/B100307352,7996.0,"Koch, I.","Koch, I.",1.0
9464,Koch,J.,,,,,,,"Koch, J.",1,http://id.snsb.info/snsb/collection/501680/622914/280470,7997.0,"Koch, J.","Koch, J.",1.0
9466,Koch,K.,,,,,,,"Koch, K.",138,http://id.snsb.info/snsb/collection/469382/575685/248334,7999.0,"Koch, K.","Koch, K.",1.0
9468,Koch,M.,,,,,,,"Koch, M.",14,http://id.snsb.info/snsb/collection/455468/555996/234948,8001.0,"Koch, M.","Koch, M.",1.0
9472,Koch,W.,,,,,,,"Koch, W.",1,https://dr.jacq.org/DR039215,8004.0,"Koch, W.","Koch, W.",1.0
9473,Koch,W.D.J.,,,,,,,"Koch, W.D.J.",17,http://id.snsb.info/snsb/collection/466562/569136/245451,8005.0,"Koch, W.D.J.","Koch, W.D.J.",1.0
186,Koch,Max,,,,,,,"Koch, Max",9,http://id.snsb.info/snsb/collection/445244/545457/228130,186.0,"Koch, Max","Koch, Max",1.0
187,Koch,Walo,,,,,,,"Koch, Walo",1,https://je.jacq.org/JE00004176,187.0,"Koch, Walo","Koch, Walo",1.0
9482,Kodama,T.,,,,,,,"Kodama, T.",7,https://je.jacq.org/JE04003105,8008.0,"Kodama, T.","Kodama, T.",1.0
9483,Kodela,P.G.,,,,,,,"Kodela, P.G.",1,https://herbarium.bgbm.org/object/B100131048,8009.0,"Kodela, P.G.","Kodela, P.G.",1.0
9486,Koeck,J.,,,,,,,"Koeck, J.",5,https://herbarium.bgbm.org/object/B700003594,8011.0,"Koeck, J.","Koeck, J.",1.0
9488,Koehne,B.A.E.,,,,,,,"Koehne, B.A.E.",4,http://id.snsb.info/snsb/collection/463706/565045/242553,8013.0,"Koehne, B.A.E.","Koehne, B.A.E.",1.0
9498,Koelz,W.N.,,,,,,,"Koelz, W.N.",9,http://id.snsb.info/snsb/collection/462629/563787/241469,8019.0,"Koelz, W.N.","Koelz, W.N.",1.0
9500,Koenen,M.,,,,,,,"Koenen, M.",6,http://id.snsb.info/snsb/collection/501228/622447/280031,8021.0,"Koenen, M.","Koenen, M.",1.0
9502,Koenig,A.,,,,,,,"Koenig, A.",1,https://herbarium.bgbm.org/object/B100124940,8023.0,"Koenig, A.","Koenig, A.",1.0
9513,Kohaut,F.,,,,,,,"Kohaut, F.",170,http://id.snsb.info/snsb/collection/407261/472291/191147,8033.0,"Kohaut, F.","Kohaut, F.",1.0
9517,Kohl-Larsen,L.,,,,,,,"Kohl-Larsen, L.",2,https://herbarium.bgbm.org/object/B100165797,8037.0,"Kohl-Larsen, L.","Kohl-Larsen, L.",1.0
9523,Kohlmayer,P.,,,,,,,"Kohlmayer, P.",1,https://herbarium.bgbm.org/object/B100461989,8043.0,"Kohlmayer, P.","Kohlmayer, P.",1.0
9528,Kohlmuller,R.,,,,,,,"Kohlmuller, R.",1,http://id.snsb.info/snsb/collection/521639/645320/303367,8048.0,"Kohlmuller, R.","Kohlmuller, R.",1.0
9542,Kollmann,G.J.A.,,,,,,,"Kollmann, G.J.A.",25,http://id.snsb.info/snsb/collection/437699/537042/220473,8061.0,"Kollmann, G.J.A.","Kollmann, G.J.A.",1.0
9548,Komarov,V.L.,,,,,,,"Komarov, V.L.",19,https://herbarium.bgbm.org/object/B100293760,8067.0,"Komarov, V.L.","Komarov, V.L.",1.0
9554,Kondo,K.,,,,,,,"Kondo, K.",7,https://herbarium.bgbm.org/object/B100156234,8070.0,"Kondo, K.","Kondo, K.",1.0
9562,Konowalik,K.,,,,,,,"Konowalik, K.",44,https://herbarium.bgbm.org/object/B100386705,8078.0,"Konowalik, K.","Konowalik, K.",1.0
9563,Konta,F.,,,,,,,"Konta, F.",2,https://herbarium.bgbm.org/object/B100426643,8079.0,"Konta, F.","Konta, F.",1.0
9565,Koopman,J.,,,,,,,"Koopman, J.",15,https://herbarium.bgbm.org/object/B100810598,8080.0,"Koopman, J.","Koopman, J.",1.0
9568,Koorders,S.H.,,,,,,,"Koorders, S.H.",41,http://id.snsb.info/snsb/collection/463742/565081/242589,8083.0,"Koorders, S.H.","Koorders, S.H.",1.0
9583,Korneck,D.,,,,,,,"Korneck, D.",10,https://je.jacq.org/JE00025014,8095.0,"Korneck, D.","Korneck, D.",1.0
9584,Korobkov,A.A.,,,,,,,"Korobkov, A.A.",1,https://herbarium.bgbm.org/object/B100272730,8096.0,"Korobkov, A.A.","Korobkov, A.A.",1.0
9588,Korotkova,N.,,,,,,,"Korotkova, N.",1069,https://herbarium.bgbm.org/object/B100449859,8100.0,"Korotkova, N.","Korotkova, N.",1.0
9590,Korotky,M.F.,,,,,,,"Korotky, M.F.",1,http://id.snsb.info/snsb/collection/117847/176647/118900,8102.0,"Korotky, M.F.","Korotky, M.F.",1.0
9598,Korthals,P.W.,,,,,,,"Korthals, P.W.",121,http://id.snsb.info/snsb/collection/645237/700128/350867,8110.0,"Korthals, P.W.","Korthals, P.W.",1.0
9599,Kortheuer,A.,,,,,,,"Kortheuer, A.",1,https://herbarium.bgbm.org/object/B100508907,8111.0,"Kortheuer, A.","Kortheuer, A.",1.0
9607,Kosteletzky,V.F.,,,,,,,"Kosteletzky, V.F.",9,https://herbarium.bgbm.org/object/B101009962,8117.0,"Kosteletzky, V.F.","Kosteletzky, V.F.",1.0
9610,Kostermans,A.J.G.H.,,,,,,,"Kostermans, A.J.G.H.",9,https://herbarium.bgbm.org/object/B101149411,8120.0,"Kostermans, A.J.G.H.","Kostermans, A.J.G.H.",1.0
9613,Kotlaba,F.,,,,,,,"Kotlaba, F.",2,https://herbarium.bgbm.org/object/B700003068,8121.0,"Kotlaba, F.","Kotlaba, F.",1.0
9620,Kotschy,T.,,,,,,,"Kotschy, T.",310,http://id.snsb.info/snsb/collection/117808/176608/118861,8126.0,"Kotschy, T.","Kotschy, T.",1.0
9625,Kougioumoutzis,K.,,,,,,,"Kougioumoutzis, K.",3,https://herbarium.bgbm.org/object/B100479540,8130.0,"Kougioumoutzis, K.","Kougioumoutzis, K.",1.0
9640,Koyama,H.,,,,,,,"Koyama, H.",2,https://herbarium.bgbm.org/object/B100005510,8138.0,"Koyama, H.","Koyama, H.",1.0
9654,Krach,B.,,,,,,,"Krach, B.",2,https://herbarium.bgbm.org/object/B100550139,8150.0,"Krach, B.","Krach, B.",1.0
9667,Krahmer,B.,,,,,,,"Krahmer, B.",1,https://je.jacq.org/JE00029271,8163.0,"Krahmer, B.","Krahmer, B.",1.0
9669,Krajina,V.,,,,,,,"Krajina, V.",11,http://id.snsb.info/snsb/collection/463041/564199/241881,8165.0,"Krajina, V.","Krajina, V.",1.0
9670,Kral,R.,,,,,,,"Kral, R.",2,http://id.snsb.info/snsb/collection/665664/724032/371790,8166.0,"Kral, R.","Kral, R.",1.0
9683,Kranz,C.A.,,,,,,,"Kranz, C.A.",1,http://id.snsb.info/snsb/collection/479009/590035/259998,8179.0,"Kranz, C.A.","Kranz, C.A.",1.0
9685,Krascheninnikov,H.M.,,,,,,,"Krascheninnikov, H.M.",2,https://je.jacq.org/JE00015508,8181.0,"Krascheninnikov, H.M.","Krascheninnikov, H.M.",1.0
9687,Krasnikov,A.A.,,,,,,,"Krasnikov, A.A.",1,https://herbarium.bgbm.org/object/B100003970,8183.0,"Krasnikov, A.A.","Krasnikov, A.A.",1.0
9688,Krasnoborov,I.,,,,,,,"Krasnoborov, I.",4,https://herbarium.bgbm.org/object/B100479993,8184.0,"Krasnoborov, I.","Krasnoborov, I.",1.0
9693,Krauer,J.-G.,,,,,,,"Krauer, J.-G.",1,http://id.snsb.info/snsb/collection/479764/590810/260734,8188.0,"Krauer, J.-G.","Krauer, J.G.",1.0
9696,Krause,A.,,,,,,,"Krause, A.",17,https://herbarium.bgbm.org/object/B100052111,8191.0,"Krause, A.","Krause, A.",1.0
9702,Krause,E.,,,,,,,"Krause, E.",1,https://je.jacq.org/JE00011202,8194.0,"Krause, E.","Krause, E.",1.0
9703,Krause,E.H.L.,,,,,,,"Krause, E.H.L.",45,https://herbarium.bgbm.org/object/B100847200,8195.0,"Krause, E.H.L.","Krause, E.H.L.",1.0
9707,Krause,J.,,,,,,,"Krause, J.",7,https://herbarium.bgbm.org/object/B100086496,8198.0,"Krause, J.","Krause, J.",1.0
9708,Krause,K.,,,,,,,"Krause, K.",12,https://herbarium.bgbm.org/object/B100249582,8199.0,"Krause, K.","Krause, K.",1.0
9713,Krauss,C.F.F.,,,,,,,"Krauss, C.F.F.",424,http://id.snsb.info/snsb/collection/110750/169528/111816,8204.0,"Krauss, C.F.F.","Krauss, C.F.F.",1.0
9714,Krauss,J.C.,,,,,,,"Krauss, J.C.",10,http://id.snsb.info/snsb/collection/521503/645183/303231,8205.0,"Krauss, J.C.","Krauss, J.C.",1.0
9721,Krašan,F.,,,,,,,"Krašan, F.",6,https://herbarium.bgbm.org/object/B100609012,8211.0,"Krašan, F.","Krašan, F.",1.0
9723,Krebs,G.,,,,,,,"Krebs, G.",11,https://herbarium.bgbm.org/object/B100240010,8213.0,"Krebs, G.","Krebs, G.",1.0
9726,Krebs,L.E.,,,,,,,"Krebs, L.E.",2,http://id.snsb.info/snsb/collection/20128/28907/19948,8216.0,"Krebs, L.E.","Krebs, L.E.",1.0
9733,Kreisel,H.,,,,,,,"Kreisel, H.",8,https://herbarium.bgbm.org/object/B700003350,8222.0,"Kreisel, H.","Kreisel, H.",1.0
9740,Kress,A.A.H.L.,,,,,,,"Kress, A.A.H.L.",6,http://id.snsb.info/snsb/collection/23802/32580/23372,8228.0,"Kress, A.A.H.L.","Kress, A.A.H.L.",1.0
9742,Kress,W.J.,,,,,,,"Kress, W.J.",2,https://herbarium.bgbm.org/object/B100141872,8230.0,"Kress, W.J.","Kress, W.J.",1.0
9748,Kretzschmar,G.,,,,,,,"Kretzschmar, G.",10,https://je.jacq.org/JE00005612,8233.0,"Kretzschmar, G.","Kretzschmar, G.",1.0
9749,Kretzschmar,H.,,,,,,,"Kretzschmar, H.",11,https://je.jacq.org/JE00005612,8234.0,"Kretzschmar, H.","Kretzschmar, H.",1.0
9754,Kriebel,R.,,,,,,,"Kriebel, R.",239,https://herbarium.bgbm.org/object/B100459555,8238.0,"Kriebel, R.","Kriebel, R.",1.0
9757,Krieger,K.W.,,,,,,,"Krieger, K.W.",1,https://herbarium.bgbm.org/object/B700016505,8241.0,"Krieger, K.W.","Krieger, K.W.",1.0
9759,Krieger,W.,,,,,,,"Krieger, W.",22,https://je.jacq.org/JE04000699,8243.0,"Krieger, W.","Krieger, W.",1.0
9760,Krieglsteiner,L.,,,,,,,"Krieglsteiner, L.",1,https://herbarium.bgbm.org/object/B700003236,8244.0,"Krieglsteiner, L.","Krieglsteiner, L.",1.0
9767,Krist,V.,,,,,,,"Krist, V.",4,https://dr.jacq.org/DR064650,8251.0,"Krist, V.","Krist, V.",1.0
9768,Kristiansen,R.,,van,,,,,"Kristiansen, R.",14,https://herbarium.bgbm.org/object/B700004682,8252.0,"Kristiansen, R.","Kristiansen, R.",1.0
9777,Krocker,A.J.,,,,,,,"Krocker, A.J.",2,https://dr.jacq.org/DR048464,8259.0,"Krocker, A.J.","Krocker, A.J.",1.0
9780,Krok,T.O.B.N.,,,,,,,"Krok, T.O.B.N.",1,https://herbarium.bgbm.org/object/B100461583,8261.0,"Krok, T.O.B.N.","Krok, T.O.B.N.",1.0
9794,Kruber,P.,,,,,,,"Kruber, P.",4,https://herbarium.bgbm.org/object/B100108635,8272.0,"Kruber, P.","Kruber, P.",1.0
9802,Krukoff,B.A.,,,,,,,"Krukoff, B.A.",145,http://id.snsb.info/snsb/collection/195772/479854/177548,8279.0,"Krukoff, B.A.","Krukoff, B.A.",1.0
9811,Kruse,J.,,,,,,,"Kruse, J.",3,https://herbarium.bgbm.org/object/B100185616,8287.0,"Kruse, J.","Kruse, J.",1.0
9818,Krättli,J.L.,,,,,,,"Krättli, J.L.",3,https://herbarium.bgbm.org/object/B100249648,8292.0,"Krättli, J.L.","Krättli, J.L.",1.0
9820,Kräusel,R.,,,,,,,"Kräusel, R.",1,http://id.snsb.info/snsb/collection/20892/29671/20712,8293.0,"Kräusel, R.","Kräusel, R.",1.0
9824,Krömer,T.,,,,,,,"Krömer, T.",3,https://herbarium.bgbm.org/object/B100184917,8296.0,"Krömer, T.","Krömer, T.",1.0
9828,Krügel,T.,,,,,,,"Krügel, T.",2,https://je.jacq.org/JE00014969,8299.0,"Krügel, T.","Krügel, T.",1.0
9829,Krüger,,,,,,,,Krüger,2,https://dr.jacq.org/DR069688,8300.0,Krüger,"Krüger, Å.",1.0
9830,Krüger,D.,,,,,,,"Krüger, D.",3,https://herbarium.bgbm.org/object/B700005134,8301.0,"Krüger, D.","Krüger, D.",1.0
9833,Krüger,W.,,,,,,,"Krüger, W.",1,https://herbarium.bgbm.org/object/B180007586,8304.0,"Krüger, W.","Krüger, W.",1.0
9841,Kubitzki,K.,,,,,,,"Kubitzki, K.",11,http://id.snsb.info/snsb/collection/196607/527078/178374,8311.0,"Kubitzki, K.","Kubitzki, K.",1.0
9844,Kuchel,R.H.,,,,,,,"Kuchel, R.H.",1,https://herbarium.bgbm.org/object/B100003066,8312.0,"Kuchel, R.H.","Kuchel, R.H.",1.0
9846,Kuckuck,P.,,,,,,,"Kuckuck, P.",1,https://herbarium.bgbm.org/object/B180011113,8314.0,"Kuckuck, P.","Kuckuck, P.",1.0
9852,Kuehne,P.E.,,,,,,,"Kuehne, P.E.",33,https://je.jacq.org/JE00003695,8318.0,"Kuehne, P.E.","Kuehne, P.E.",1.0
9858,Kugler,E.,,,,,,,"Kugler, E.",12,https://je.jacq.org/JE00017654,8320.0,"Kugler, E.","Kugler, E.",1.0
9862,Kuhbier,M.H.,,,,,,,"Kuhbier, M.H.",53,https://herbarium.bgbm.org/object/B100053432,8324.0,"Kuhbier, M.H.","Kuhbier, M.H.",1.0
9865,Kuhlmann,J.G.,,,,,,,"Kuhlmann, J.G.",19,http://id.snsb.info/snsb/collection/24523/33301/24091,8327.0,"Kuhlmann, J.G.","Kuhlmann, J.G.",1.0
9866,Kuhlmann,M.,,,,,,,"Kuhlmann, M.",3,http://id.snsb.info/snsb/collection/196520/526975/178287,8328.0,"Kuhlmann, M.","Kuhlmann, M.",1.0
9880,Kumlien,T.,,,,,,,"Kumlien, T.",2,https://herbarium.bgbm.org/object/B101114320,8339.0,"Kumlien, T.","Kumlien, T.",1.0
9884,Kummer,F.,,,,,,,"Kummer, F.",22,http://id.snsb.info/snsb/collection/25386/34164/24950,8343.0,"Kummer, F.","Kummer, F.",1.0
9885,Kummer,G.,,,,,,,"Kummer, G.",1,https://herbarium.bgbm.org/object/B101154495,8344.0,"Kummer, G.","Kummer, G.",1.0
9886,Kummer,V.,,,,,,,"Kummer, V.",137,https://herbarium.bgbm.org/object/B100341522,8345.0,"Kummer, V.","Kummer, V.",1.0
9894,Kunkel,G.W.H.,,,,,,,"Kunkel, G.W.H.",2977,https://herbarium.bgbm.org/object/B180018875,8350.0,"Kunkel, G.W.H.","Kunkel, G.W.H.",1.0
9899,Kunstler,H.H.,,,,,,,"Kunstler, H.H.",3,http://id.snsb.info/snsb/collection/455059/555586/234539,8354.0,"Kunstler, H.H.","Kunstler, H.H.",1.0
9907,Kuntze,O.,,,,,,,"Kuntze, O.",87,http://id.snsb.info/snsb/collection/18652/27431/18472,8361.0,"Kuntze, O.","Kuntze, O.",1.0
9910,Kunz,H.,,,,,,,"Kunz, H.",2,http://id.snsb.info/snsb/collection/474857/584625/256084,8363.0,"Kunz, H.","Kunz, H.",1.0
9913,Kunze,J.,,,,,,,"Kunze, J.",3,https://dr.jacq.org/DR038953,8366.0,"Kunze, J.","Kunze, J.",1.0
198,Kunze,Johannes,,,,,,,"Kunze, Johannes",3,https://je.jacq.org/JE00018163,198.0,"Kunze, Johannes","Kunze, Johannes",1.0
9920,Kuo,C.M.,,,,,,,"Kuo, C.M.",1,https://herbarium.bgbm.org/object/B200080909,8372.0,"Kuo, C.M.","Kuo, C.M.",1.0
9923,Kupffer,K.R.,,,,,,,"Kupffer, K.R.",2,https://herbarium.bgbm.org/object/B101001883,8374.0,"Kupffer, K.R.","Kupffer, K.R.",1.0
199,Kupffer,Karl Reinhold,,,,,,,"Kupffer, Karl Reinhold",2,https://je.jacq.org/JE00020316,199.0,"Kupffer, Karl Reinhold","Kupffer, Karl Reinhold",1.0
9927,Kupper,W.,,,,,,,"Kupper, W.",73,http://id.snsb.info/snsb/collection/118325/177124/119335,8376.0,"Kupper, W.","Kupper, W.",1.0
9930,Kupčok,S.,,,,,,,"Kupčok, S.",21,http://id.snsb.info/snsb/collection/513234/635826/292835,8378.0,"Kupčok, S.","Kupčok, S.",1.0
9932,Kurokawa,S.,,,,,,,"Kurokawa, S.",3,https://je.jacq.org/JE04004117,8380.0,"Kurokawa, S.","Kurokawa, S.",1.0
9934,Kurtto,A.,,,,,,,"Kurtto, A.",2,https://herbarium.bgbm.org/object/B100076041,8382.0,"Kurtto, A.","Kurtto, A.",1.0
9936,Kurtz,F.,,,,,,,"Kurtz, F.",14,http://id.snsb.info/snsb/collection/482787/594034/264226,8384.0,"Kurtz, F.","Kurtz, F.",1.0
9940,Kurz,W.S.,,,,,,,"Kurz, W.S.",101,http://id.snsb.info/snsb/collection/195038/479011/176814,8388.0,"Kurz, W.S.","Kurz, W.S.",1.0
9945,Kuschel,G.,,,,,,,"Kuschel, G.",1,https://herbarium.bgbm.org/object/B180001687,8391.0,"Kuschel, G.","Kuschel, G.",1.0
9951,Kuthan,J.,,,,,,,"Kuthan, J.",2,https://herbarium.bgbm.org/object/B700003068,8396.0,"Kuthan, J.","Kuthan, J.",1.0
9956,Kuwahara,Y.,,,,,,,"Kuwahara, Y.",3,https://je.jacq.org/JE04009997,8400.0,"Kuwahara, Y.","Kuwahara, Y.",1.0
9962,Kuzmanović,N.,,,,,,,"Kuzmanović, N.",1,https://herbarium.bgbm.org/object/B100661057,8405.0,"Kuzmanović, N.","Kuzmanović, N.",1.0
9969,Kvist,L.P.,,,,,,,"Kvist, L.P.",4,https://herbarium.bgbm.org/object/B100127565,8411.0,"Kvist, L.P.","Kvist, L.P.",1.0
9971,Kwiecinski,F.,,,,,,,"Kwiecinski, F.",1,https://herbarium.bgbm.org/object/B100630858,8413.0,"Kwiecinski, F.","Kwiecinski, F.",1.0
9978,Kárpáti,Z.,,,,,,,"Kárpáti, Z.",14,https://herbarium.bgbm.org/object/B100327421,8418.0,"Kárpáti, Z.","Kárpáti, Z.",1.0
9980,Källersjö,M.,,,,,,,"Källersjö, M.",3,http://id.snsb.info/snsb/collection/16154/24897/15974,8420.0,"Källersjö, M.","Källersjö, M.",1.0
9985,Käser,F.,,,,,,,"Käser, F.",5,https://je.jacq.org/JE00008029,8425.0,"Käser, F.","Käser, F.",1.0
9992,Köckinger,H.,,,,,,,"Köckinger, H.",1,https://je.jacq.org/JE04008866,8432.0,"Köckinger, H.","Köckinger, H.",1.0
9998,Köhler,E.,,,,,,,"Köhler, E.",641,https://herbarium.bgbm.org/object/B100009017,8437.0,"Köhler, E.","Köhler, E.",1.0
10001,Köhler,J.C.G.,,,,,,,"Köhler, J.C.G.",6,https://je.jacq.org/JE00013912,8440.0,"Köhler, J.C.G.","Köhler, J.C.G.",1.0
10013,König,J.G.,,,,,,,"König, J.G.",64,http://id.snsb.info/snsb/collection/16682/25461/16502,8450.0,"König, J.G.","König, J.G.",1.0
10014,König,P.,,,,,,,"König, P.",1,https://herbarium.bgbm.org/object/B100490211,8451.0,"König, P.","König, P.",1.0
10016,Königer,W.,,,,,,,"Königer, W.",6,http://id.snsb.info/snsb/collection/652499/709217/358187,8453.0,"Königer, W.","Königer, W.",1.0
10017,Könighofer,H.,,,,,,,"Könighofer, H.",1,https://dr.jacq.org/DR065958,8454.0,"Könighofer, H.","Könighofer, H.",1.0
10028,Körnicke,F.A.,,,,,,,"Körnicke, F.A.",79,https://herbarium.bgbm.org/object/B100531837,8465.0,"Körnicke, F.A.","Körnicke, F.A.",1.0
201,Körnicke,Friedrich August,,,,,,,"Körnicke, Friedrich August",1,https://je.jacq.org/JE00018846,201.0,"Körnicke, Friedrich August","Körnicke, Friedrich August",1.0
10032,Köster,N.,,,,,,,"Köster, N.",1292,https://herbarium.bgbm.org/object/B100432873,8468.0,"Köster, N.","Köster, N.",1.0
10034,Køie,M.,,,,,,,"Køie, M.",33,https://herbarium.bgbm.org/object/B100279199,8470.0,"Køie, M.","Køie, M.",1.0
10039,Kühn,F.,,,,,,,"Kühn, F.",1,https://herbarium.bgbm.org/object/B100763716,8475.0,"Kühn, F.","Kühn, F.",1.0
10044,Kühnemann,O.,,,,,,,"Kühnemann, O.",1,https://je.jacq.org/JE04008356,8478.0,"Kühnemann, O.","Kühnemann, O.",1.0
10047,Kükenthal,G.,,,,,,,"Kükenthal, G.",52,http://id.snsb.info/snsb/collection/118914/177713/119861,8481.0,"Kükenthal, G.","Kükenthal, G.",1.0
10048,Kükenthal,W.,,,,,,,"Kükenthal, W.",2,https://je.jacq.org/JE00006190,8482.0,"Kükenthal, W.","Kükenthal, W.",1.0
10050,Kümmerle,J.B.,,,,,,,"Kümmerle, J.B.",4,http://id.snsb.info/snsb/collection/408375/477666/192259,8484.0,"Kümmerle, J.B.","Kümmerle, J.B.",1.0
10051,Kümpel,H.,,,,,,,"Kümpel, H.",3,https://je.jacq.org/JE00005613,8485.0,"Kümpel, H.","Kümpel, H.",1.0
10055,Kürschner,H.,,,,,,,"Kürschner, H.",1672,https://herbarium.bgbm.org/object/B100049411,8489.0,"Kürschner, H.","Kürschner, H.",1.0
10056,Kützing,F.T.,,,,,,,"Kützing, F.T.",1,http://id.snsb.info/snsb/collection/474906/584674/256133,8490.0,"Kützing, F.T.","Kützing, F.T.",1.0
10057,Křivka,P.,,,,,,,"Křivka, P.",18,https://herbarium.bgbm.org/object/B100418202,8491.0,"Křivka, P.","Křivka, P.",1.0
10071,Laborde,J.,,,,,,,"Laborde, J.",1,https://herbarium.bgbm.org/object/B100366084,8504.0,"Laborde, J.","Laborde, J.",1.0
10074,Lacaita,C.C.,,,,,,,"Lacaita, C.C.",6,http://id.snsb.info/snsb/collection/644432/699156/350033,8507.0,"Lacaita, C.C.","Lacaita, C.C.",1.0
10075,Lace,J.H.,,,,,,,"Lace, J.H.",34,https://herbarium.bgbm.org/object/B100448416,8508.0,"Lace, J.H.","Lace, J.H.",1.0
10078,Lack,H.W.,,,,,,,"Lack, H.W.",11,https://herbarium.bgbm.org/object/B100346439,8511.0,"Lack, H.W.","Lack, H.W.",1.0
10080,Lackowitz,A.W.,,,,,,,"Lackowitz, A.W.",4,https://herbarium.bgbm.org/object/B100347212,8513.0,"Lackowitz, A.W.","Lackowitz, A.W.",1.0
202,Lackström,Emil Frithiof,,,,,,,"Lackström, Emil Frithiof",1,https://je.jacq.org/JE04009923,202.0,"Lackström, Emil Frithiof","Lackström, Emil Frithiof",1.0
10088,Ladero,M.,,,,,,,"Ladero, M.",11,https://herbarium.bgbm.org/object/B100002423,8520.0,"Ladero, M.","Ladero, M.",1.0
10096,Laegaard,S.,,,,,,,"Laegaard, S.",7,https://herbarium.bgbm.org/object/B100022652,8525.0,"Laegaard, S.","Laegaard, S.",1.0
10099,Laestadius,C.P.,,,,,,,"Laestadius, C.P.",1,https://dr.jacq.org/DR056160,8527.0,"Laestadius, C.P.","Laestadius, C.P.",1.0
10108,Lagasca,M.,,,,,,,"Lagasca, M.",2,https://herbarium.bgbm.org/object/BW12579030,8534.0,"Lagasca, M.","Lagasca, M.",1.0
10114,Lagger,F.J.,,,,,,,"Lagger, F.J.",19,http://id.snsb.info/snsb/collection/644959/699851/350589,8540.0,"Lagger, F.J.","Lagger, F.J.",1.0
203,Lagger,Franz Joseph,,,,,,,"Lagger, Franz Joseph",6,https://herbarium.bgbm.org/object/B101113375,203.0,"Lagger, Franz Joseph","Lagger, Franz Joseph",1.0
10120,Lahham,J.,,,,,,,"Lahham, J.",3,https://herbarium.bgbm.org/object/B100296156,8544.0,"Lahham, J.","Lahham, J.",1.0
10126,Laing,R.M.,,,,,,,"Laing, R.M.",2,http://id.snsb.info/snsb/collection/474643/584411/255870,8550.0,"Laing, R.M.","Laing, R.M.",1.0
10128,Lakshnakara,M.C.,,,,,,,"Lakshnakara, M.C.",1,https://herbarium.bgbm.org/object/B100517574,8552.0,"Lakshnakara, M.C.","Lakshnakara, M.C.",1.0
10129,Laktionov,A.P.,,,,,,,"Laktionov, A.P.",4,http://id.snsb.info/snsb/collection/469367/575670/248319,8553.0,"Laktionov, A.P.","Laktionov, A.P.",1.0
10132,Lakušić,D.,,,,,,,"Lakušić, D.",1,https://herbarium.bgbm.org/object/B100661057,8555.0,"Lakušić, D.","Lakušić, D.",1.0
10142,Lam,H.J.,,,,,,,"Lam, H.J.",30,https://herbarium.bgbm.org/object/B101154109,8562.0,"Lam, H.J.","Lam, H.J.",1.0
10145,Lamb,I.M.,,,,,,,"Lamb, I.M.",1,https://je.jacq.org/JE04007878,8565.0,"Lamb, I.M.","Lamb, I.M.",1.0
10148,Lambert,A.B.,,,,,,,"Lambert, A.B.",5,http://id.snsb.info/snsb/collection/407628/472658/191514,8568.0,"Lambert, A.B.","Lambert, A.B.",1.0
10150,Lambert,W.,,,,,,,"Lambert, W.",4,https://herbarium.bgbm.org/object/B100002416,8570.0,"Lambert, W.","Lambert, W.",1.0
10154,Lammers,T.G.,,,,,,,"Lammers, T.G.",3,https://herbarium.bgbm.org/object/B100365454,8574.0,"Lammers, T.G.","Lammers, T.G.",1.0
10156,Lamond,J.M.,,,,,,,"Lamond, J.M.",9,http://id.snsb.info/snsb/collection/475662/585769/256962,8576.0,"Lamond, J.M.","Lamond, J.M.",1.0
10158,Lamotte,M.,,,,,,,"Lamotte, M.",2,https://herbarium.bgbm.org/object/B100384272,8578.0,"Lamotte, M.","Lamotte, M.",1.0
