,family,given,suffix,particle,dropping_particle,nick,appellation,title,canonical_string_collector_parsed,occurrenceID_collectors_count,occurrenceID_collectors_firstsample,old_index,namematch_source_data,namematch_resource_data,namematch_similarity
18771,Tran,H.D.,,,,,,,"Tran, H.D.",568,https://herbarium.bgbm.org/object/B101006789,15818.0,"Tran, H.D.","Tran, H.",0.804
19621,Walcott,P.,,,,,,,"Walcott, P.",2,http://id.snsb.info/snsb/collection/652323/709038/357998,16526.0,"Walcott, P.","Walcott, C.D.",0.804
20294,Wolle,,,,,,,,Wolle,1,https://herbarium.bgbm.org/object/B100184362,17133.0,Wolle,"Woller, J.",0.804
639,Arrillaga,,,,,,,,Arrillaga,1,https://herbarium.bgbm.org/object/B100176884,514.0,Arrillaga,"Arrillaga, B.R.",0.803
1174,Beaudouin,H.,,,,,,,"Beaudouin, H.",14,http://id.snsb.info/snsb/collection/652107/708822/357772,955.0,"Beaudouin, H.","Beaudouin, L.H.d.",0.803
1667,Blinkworth,R.,,,,,,,"Blinkworth, R.",1,http://id.snsb.info/snsb/collection/459050/559749/237899,1383.0,"Blinkworth, R.","Winkworth, R.E.",0.803
1762,Boissier,P.E.,,,,,,,"Boissier, P.E.",578,http://id.snsb.info/snsb/collection/119089/177888/120029,1461.0,"Boissier, P.E.","Boissier, E.",0.803
2910,Casti,,,,,,,,Casti,2,https://herbarium.bgbm.org/object/B100182324,2459.0,Casti,"Casti, M.",0.803
3170,Chinchilla,J.,,,,,,,"Chinchilla, J.",1,https://herbarium.bgbm.org/object/B100521649,2667.0,"Chinchilla, J.","Chinchilla, I.F.",0.803
5285,Flinschow,G.,,,,,,,"Flinschow, G.",2,https://herbarium.bgbm.org/object/B101132894,4449.0,"Flinschow, G.","Finschow, G.",0.803
112,García-Mendoza,Abisaí J.,,,,,,,"García-Mendoza, Abisaí J.",2,https://herbarium.bgbm.org/object/B100242996,112.0,"García-Mendoza, Abisaí J.","García-Mendoza, Abisai Josue",0.803
6297,Gonzalez,F.,,,,,,,"Gonzalez, F.",1,https://herbarium.bgbm.org/object/B101160633,5318.0,"Gonzalez, F.","Gonzalez, E.C.",0.803
7096,Haridasan,V.K.,,,,,,,"Haridasan, V.K.",5,https://herbarium.bgbm.org/object/B100062118,6004.0,"Haridasan, V.K.","Haridasan, K.",0.803
7423,Helwig,H.E.,,,,,,,"Helwig, H.E.",2,https://herbarium.bgbm.org/object/B100089622,6289.0,"Helwig, H.E.","Helwig, B.",0.803
8014,Horn,S.,,,,,,,"Horn, S.",10,http://id.snsb.info/snsb/collection/462878/564036/241718,6815.0,"Horn, S.","Horn, G.",0.803
9452,Ko,S.P.,,,,,,,"Ko, S.P.",4,https://herbarium.bgbm.org/object/B100086707,7985.0,"Ko, S.P.","Ko, S.",0.803
10419,Leibold,,,,,,,,Leibold,8,https://dr.jacq.org/DR074321,8799.0,Leibold,"Leibold, F.E.",0.803
10659,Lillo,,,,,,,,Lillo,1,https://herbarium.bgbm.org/object/B100002721,9003.0,Lillo,"Lillo, M.",0.803
216,Lorenz,Bernh,,,,,,,"Lorenz, Bernh",1,https://herbarium.bgbm.org/object/B100004382,216.0,"Lorenz, Bernh","Lorenz, B",0.803
12084,Meyen,F.J.F.,,,,,,,"Meyen, F.J.F.",53,http://id.snsb.info/snsb/collection/661056/718865/368035,10202.0,"Meyen, F.J.F.","Meyen, F.",0.803
13803,Paulus,G.,,,,,,,"Paulus, G.",1,https://herbarium.bgbm.org/object/B100256463,11650.0,"Paulus, G.","Paulus, H.F.",0.803
14199,Pilger,R.,,,,,,,"Pilger, R.",56,https://herbarium.bgbm.org/object/B100250126,11991.0,"Pilger, R.","Pilger, R.K.F.",0.803
14595,Pritzel,,,,,,,,Pritzel,1,https://herbarium.bgbm.org/object/B100108676,12329.0,Pritzel,"Pritzel, G.A.",0.803
14709,Pérez,I.,,,,,,,"Pérez, I.",452,https://herbarium.bgbm.org/object/B100542493,12422.0,"Pérez, I.","Pérez, I.J.",0.803
15425,Robbins,S.B.,,,,,,,"Robbins, S.B.",1,https://herbarium.bgbm.org/object/B100146531,13023.0,"Robbins, S.B.","Robbins, C.",0.803
15647,Rosales,J.M.,,,,,,,"Rosales, J.M.",2376,https://herbarium.bgbm.org/object/B100207219,13229.0,"Rosales, J.M.","Rosales, J.L.S.",0.803
15838,Ruiz,R.,,,,,,,"Ruiz, R.",1,https://herbarium.bgbm.org/object/B100089472,13391.0,"Ruiz, R.","Ruiz, A.",0.803
16075,Samaniego,R.,,,,,,,"Samaniego, R.",17,https://herbarium.bgbm.org/object/B101148419,13590.0,"Samaniego, R.","Samaniego, N.M.",0.803
16947,Scully,W.,,,,,,,"Scully, W.",2,https://herbarium.bgbm.org/object/B100089228,14334.0,"Scully, W.","Scully, R.W.",0.803
17022,Seler,C.,,,,,,,"Seler, C.",40,https://herbarium.bgbm.org/object/B101156161,14399.0,"Seler, C.","Seler, E.",0.803
18060,Stutz,S.,,,,,,,"Stutz, S.",2,https://herbarium.bgbm.org/object/B100529059,15267.0,"Stutz, S.","Stutz, H.",0.803
18074,Střbrny,,,,,,,,Střbrny,3,https://dr.jacq.org/DR048182,15277.0,Střbrny,"Stříbrný, J.",0.803
18450,Teusz,E.,,,,,,,"Teusz, E.",1,https://herbarium.bgbm.org/object/B100086664,15561.0,"Teusz, E.","Teusz, J.E.",0.803
19842,Weinland,,,,,,,,Weinland,7,https://herbarium.bgbm.org/object/B100086294,16730.0,Weinland,"Weinland, D.F.",0.803
20122,Wilks,C.M.,,,,,,,"Wilks, C.M.",2,https://herbarium.bgbm.org/object/B100025873,16981.0,"Wilks, C.M.","Wilks, H.",0.803
20372,Wulff,J.,,,,,,,"Wulff, J.",1,https://herbarium.bgbm.org/object/B100263170,17195.0,"Wulff, J.","Wulff, A.",0.803
837,Bagshawe,,,,,,,,Bagshawe,1,http://id.snsb.info/snsb/collection/21392/30170/21211,668.0,Bagshawe,"Bagshawe, A.W.G.",0.802
1359,Bergius,C.H.,,,,,,,"Bergius, C.H.",15,http://id.snsb.info/snsb/collection/19221/28000/19041,1123.0,"Bergius, C.H.","Bergius, B.",0.802
1659,Bleek,T.,,,,,,,"Bleek, T.",1,https://je.jacq.org/JE08003285,1376.0,"Bleek, T.","Bleek, D.",0.802
2210,Brothers,L.,,,,,,,"Brothers, L.",5,https://herbarium.bgbm.org/object/B100417298,1856.0,"Brothers, L.","Brothers, M.P.",0.802
2504,Bynum,R.,,,,,,,"Bynum, R.",1,https://herbarium.bgbm.org/object/B100185932,2114.0,"Bynum, R.","Bynum, H.H.",0.802
3060,Chapin,E.A.,,,,,,,"Chapin, E.A.",1,https://herbarium.bgbm.org/object/B200116932,2574.0,"Chapin, E.A.","Chapin, J.",0.802
3532,Costes,V.,,,,,,,"Costes, V.",1,https://je.jacq.org/JE04002478,2984.0,"Costes, V.","Costes, D.",0.802
3716,Czerepanov,S.,,,,,,,"Czerepanov, S.",4,https://herbarium.bgbm.org/object/B100346019,3136.0,"Czerepanov, S.","Cherepanov, S.",0.802
4067,Dieck,,,,,,,,Dieck,4,https://dr.jacq.org/DR048505,3431.0,Dieck,"Dieck, G.",0.802
4646,Eichenfeld,,,,,,,,Eichenfeld,8,https://herbarium.bgbm.org/object/B100217402,3918.0,Eichenfeld,"Eichenfeld, M.R.v.",0.802
4805,Erdmann,T.,,,,,,,"Erdmann, T.",7,https://herbarium.bgbm.org/object/B100749164,4041.0,"Erdmann, T.","Erdmann, K.G.",0.802
5713,Gage,S.,,,,,,,"Gage, S.",1,https://herbarium.bgbm.org/object/BGT0003825,4818.0,"Gage, S.","Gage, C.",0.802
6153,Girod,,,,,,,,Girod,4,https://dr.jacq.org/DR063296,5193.0,Girod,"Girod, C.",0.802
6302,Gonzalez,P.,,,,,,,"Gonzalez, P.",1,https://herbarium.bgbm.org/object/B100382363,5322.0,"Gonzalez, P.","Gonzalez, E.C.",0.802
6577,Grossman,J.,,,,,,,"Grossman, J.",1,https://herbarium.bgbm.org/object/B100293088,5568.0,"Grossman, J.","Grossmann, L.",0.802
6858,Haas,H.,,,,,,,"Haas, H.",2,https://herbarium.bgbm.org/object/B100068497,5789.0,"Haas, H.","Haas, R.",0.802
6978,Halácsy,,,,,,,,Halácsy,6,https://dr.jacq.org/DR059079,5897.0,Halácsy,"Halácsy, E.v.",0.802
7383,Heitz,,,,,,,,Heitz,7,https://herbarium.bgbm.org/object/B100089310,6252.0,Heitz,"Heitz, A.",0.802
7770,Hintz,,,,,,,,Hintz,1,https://herbarium.bgbm.org/object/B100159315,6597.0,Hintz,"Hintz, E.",0.802
7916,Holmberg,,,,,,,,Holmberg,1,https://herbarium.bgbm.org/object/B180019859,6723.0,Holmberg,"Holmberg, E.L.",0.802
10619,Liang,H.J.,,,,,,,"Liang, H.J.",1,https://herbarium.bgbm.org/object/B100271802,8974.0,"Liang, H.J.","Liang, H.L.",0.802
10668,Lima,J.,,,,,,,"Lima, J.",1,https://herbarium.bgbm.org/object/B101150072,9011.0,"Lima, J.","Lima, N.",0.802
10914,Lorenz,,,,,,,,Lorenz,6,https://herbarium.bgbm.org/object/B100847423,9227.0,Lorenz,"Lorenz, A.",0.802
11728,Matzke,G.,,,,,,,"Matzke, G.",2,https://herbarium.bgbm.org/object/B100003601,9906.0,"Matzke, G.","Matzke, E.B.",0.802
12630,Murbeck,,,,,,,,Murbeck,4,https://herbarium.bgbm.org/object/B100108601,10671.0,Murbeck,"Murbeck, S.S.",0.802
12865,Naumann,H.A.,,,,,,,"Naumann, H.A.",6,https://dr.jacq.org/DR010144,10865.0,"Naumann, H.A.","Naumann, A.",0.802
14197,Pigott,C.D.,,,,,,,"Pigott, C.D.",1,https://herbarium.bgbm.org/object/B100367029,11989.0,"Pigott, C.D.","Pigott, D.",0.802
15776,Royle,,,,,,,,Royle,1,https://herbarium.bgbm.org/object/B100365786,13337.0,Royle,"Royle, J.F.",0.802
18902,Tur,N.,,,,,,,"Tur, N.",2,https://herbarium.bgbm.org/object/B100144789,15920.0,"Tur, N.","Tur, N.M.",0.802
19361,Vieira,M.G.,,,,,,,"Vieira, M.G.",1,https://herbarium.bgbm.org/object/B100088457,16305.0,"Vieira, M.G.","Vieira, S.",0.802
19759,Weatherby,R.J.,,,,,,,"Weatherby, R.J.",1,https://herbarium.bgbm.org/object/B101154671,16653.0,"Weatherby, R.J.","Weatherby, C.A.",0.802
19878,Welden,,,,,,,,Welden,4,https://herbarium.bgbm.org/object/B101097528,16763.0,Welden,"Welden, A.L.",0.802
20384,Wurth,A.,,,,,,,"Wurth, A.",1,https://herbarium.bgbm.org/object/B100188134,17206.0,"Wurth, A.","Wurth, T.",0.802
1015,Barrera,A.,,,,,,,"Barrera, A.",73,https://herbarium.bgbm.org/object/B100042085,825.0,"Barrera, A.","Barrera, J.A.",0.801
1399,Bernhard,,,,,,,,Bernhard,58,https://je.jacq.org/JE00018784,1162.0,Bernhard,"Bernhardt, P.",0.801
1671,Block,S.,,,,,,,"Block, S.",1,https://herbarium.bgbm.org/object/B101249028,1387.0,"Block, S.","Block, A.",0.801
1934,Bosio,J.C.B.,,,,,,,"Bosio, J.C.B.",1,http://id.snsb.info/snsb/collection/662828/720649/369807,1612.0,"Bosio, J.C.B.","Bosio, J.C.M.y.",0.801
3249,Chávez,J.,,,,,,,"Chávez, J.",97,https://herbarium.bgbm.org/object/B100037867,2736.0,"Chávez, J.","Chávez, M.L.",0.801
3507,Cortez,C.,,,,,,,"Cortez, C.",57,https://herbarium.bgbm.org/object/B100015786,2961.0,"Cortez, C.","Cortez, V.",0.801
4341,Duby,,,,,,,,Duby,4,https://herbarium.bgbm.org/object/B100841086,3658.0,Duby,"Duby, J.É.",0.801
4395,Dunn,E.L.,,,,,,,"Dunn, E.L.",3,https://herbarium.bgbm.org/object/B100630667,3706.0,"Dunn, E.L.","Dunn, E.J.",0.801
4768,Engel,S.,,,,,,,"Engel, S.",1,https://herbarium.bgbm.org/object/B100360874,4012.0,"Engel, S.","Engel, J.",0.801
8531,James,V.,,,,,,,"James, V.",41,https://herbarium.bgbm.org/object/B100048694,7240.0,"James, V.","James, E.",0.801
9504,Koenig,J.G.,,,,,,,"Koenig, J.G.",1,http://id.snsb.info/snsb/collection/460608/561456/239410,8025.0,"Koenig, J.G.","Koenig, H.",0.801
10196,Lange,H.,,,,,,,"Lange, H.",34,https://herbarium.bgbm.org/object/B600072005,8608.0,"Lange, H.","Lange, J.",0.801
10380,Ledingham,R.,,,,,,,"Ledingham, R.",1,https://herbarium.bgbm.org/object/B600325594,8766.0,"Ledingham, R.","Ledingham, G.A.",0.801
10546,Lessing,,,,,,,,Lessing,6,https://herbarium.bgbm.org/object/B100241916,8906.0,Lessing,"Lessing, C.F.",0.801
10635,Liebe,,,,,,,,Liebe,1,https://dr.jacq.org/DR073454,8986.0,Liebe,"Liebe, T.",0.801
11472,Marchi,R.,,De,,,,,"Marchi, R.",1,https://herbarium.bgbm.org/object/B700004730,9679.0,"Marchi, R.","Marchi, P.",0.801
12436,Moreau,,,,,,,,Moreau,1,https://herbarium.bgbm.org/object/B100176821,10507.0,Moreau,"Moreau, C.",0.801
14357,Poiteau,,,,,,,,Poiteau,6,https://herbarium.bgbm.org/object/B100248816,12123.0,Poiteau,"Poiteau, P.A.",0.801
15309,Rieber,,,,,,,,Rieber,1,https://herbarium.bgbm.org/object/B600101030,12922.0,Rieber,"Rieber, X.",0.801
15447,Robison,W.,,,,,,,"Robison, W.",1,https://herbarium.bgbm.org/object/B100295662,13043.0,"Robison, W.","Robison, C.R.",0.801
16205,Sarmiento,J.C.,,,,,,,"Sarmiento, J.C.",1,https://herbarium.bgbm.org/object/B101209949,13698.0,"Sarmiento, J.C.","Sarmiento, C.E.",0.801
16417,Schimper,G.H.W.,,,,,,,"Schimper, G.H.W.",473,http://id.snsb.info/snsb/collection/489943/602179/271827,13873.0,"Schimper, G.H.W.","Schimper, G.W.",0.801
17821,Steinbach,J.,,,,,,,"Steinbach, J.",34,https://je.jacq.org/JE00000539,15053.0,"Steinbach, J.","Steinbacher, J.",0.801
18220,Sánchez,I.,,,,,,,"Sánchez, I.",1,https://herbarium.bgbm.org/object/B100259944,15390.0,"Sánchez, I.","Sánchez, J.",0.801
18300,Tamanian,,,,,,,,Tamanian,2,https://herbarium.bgbm.org/object/B100093359,15446.0,Tamanian,"Tamanian, K.G.",0.801
18610,Tiling,A.,,,,,,,"Tiling, A.",1,https://herbarium.bgbm.org/object/B100295300,15691.0,"Tiling, A.","Tiling, G.",0.801
19253,Ventenat,E.P.,,,,,,,"Ventenat, E.P.",1,https://herbarium.bgbm.org/object/B100167918,16216.0,"Ventenat, E.P.","Ventenat, É.P.",0.801
20182,Wimmer,,,,,,,,Wimmer,2,https://dr.jacq.org/DR058480,17038.0,Wimmer,"Wimmer, F.E.",0.801
20513,Zambrano,A.,,,,,,,"Zambrano, A.",3,https://herbarium.bgbm.org/object/B101145728,17307.0,"Zambrano, A.","Zambrano, B.J.",0.801
20514,Zambrano,M.,,,,,,,"Zambrano, M.",1,https://herbarium.bgbm.org/object/B100457427,17308.0,"Zambrano, M.","Zambrano, B.J.",0.801
5,Abarca,R.J.,,,,,,,"Abarca, R.J.",15,https://herbarium.bgbm.org/object/B101139201,4.0,"Abarca, R.J.","Abarca, L.",0.8
1262,Bellanda,G.,,,,,,,"Bellanda, G.",1,https://dr.jacq.org/DR062669,1031.0,"Bellanda, G.","Pellanda, G.",0.8
1803,Bomble,W.,,,,,,,"Bomble, W.",2,https://herbarium.bgbm.org/object/B100086277,1498.0,"Bomble, W.","Bomble, F.W.",0.8
2488,Buttler,,,,,,,,Buttler,1,http://id.snsb.info/snsb/collection/519349/642610/300918,2102.0,Buttler,"Buttler, K.P.",0.8
3629,Cruz,E.,,,,,,,"Cruz, E.",1,https://herbarium.bgbm.org/object/B101159063,3067.0,"Cruz, E.","Cruz, M.Á.",0.8
5092,Fenzel,G.,,,,,,,"Fenzel, G.",1,https://herbarium.bgbm.org/object/B600159115,4272.0,"Fenzel, G.","Wenzel, G.",0.8
5352,Fontbressin,E.P.,,Duchassaing de,,,,,"Fontbressin, E.P.",11,https://herbarium.bgbm.org/object/B100248357,4507.0,"Fontbressin, E.P.","Fontbressin, É.P.D.d.",0.8
7355,Heine,,,,,,,,Heine,1,https://herbarium.bgbm.org/object/B100379352,6229.0,Heine,"Heine, H.",0.8
7380,Heinzel,,,,,,,,Heinzel,1,https://dr.jacq.org/DR002976,6249.0,Heinzel,"Heinzel, P.G.",0.8
7608,Hertel,L.,,,,,,,"Hertel, L.",1,https://herbarium.bgbm.org/object/B100538957,6452.0,"Hertel, L.","Hertel, H.",0.8
8017,Hornby,R.M.,,,,,,,"Hornby, R.M.",1,http://id.snsb.info/snsb/collection/20490/29269/20310,6818.0,"Hornby, R.M.","Hornby, D.",0.8
8117,Huet,,,,,,,,Huet,10,https://herbarium.bgbm.org/object/B100089531,6897.0,Huet,"Huet, G.",0.8
8803,Jung,,,,,,,,Jung,8,https://dr.jacq.org/DR073456,7474.0,Jung,"Jung, J.",0.8
11982,Mendonça,F.A.,,,,,,,"Mendonça, F.A.",5,http://id.snsb.info/snsb/collection/17204/25983/17024,10110.0,"Mendonça, F.A.","Mendonça, F.d.A.",0.8
13720,Park,S.K.,,,,,,,"Park, S.K.",3,https://herbarium.bgbm.org/object/B101042578,11577.0,"Park, S.K.","Park, S.J.",0.8
13786,Paul,C.,,,,,,,"Paul, C.",59,https://herbarium.bgbm.org/object/B100326349,11637.0,"Paul, C.","Paul, J.",0.8
15390,Riva,C.,,,,,,,"Riva, C.",1,https://herbarium.bgbm.org/object/B100268796,12990.0,"Riva, C.","Riva, A.",0.8
15461,Roche,,,La,,,,,Roche,2,https://herbarium.bgbm.org/object/B180019739,13056.0,Roche,"Roche, A.",0.8
16022,Saint-Hilaire,A. F. C. P. de,,,,,,,"Saint-Hilaire, A. F. C. P. de",3,http://id.snsb.info/snsb/collection/472520/581809/253604,13544.0,"Saint-Hilaire, A. F. C. P. de","Saint-Hilaire, A.",0.8
16609,Scholz,B.,,,,,,,"Scholz, B.",6,https://herbarium.bgbm.org/object/B180010684,14033.0,"Scholz, B.","Scholz, E.",0.8
17051,Semler,P.,,,,,,,"Semler, P.",1,https://herbarium.bgbm.org/object/B101191461,14421.0,"Semler, P.","Semler, C.L.",0.8
17659,Speke,,,,,,,,Speke,1,https://herbarium.bgbm.org/object/B100057343,14915.0,Speke,"Speke, J.H.",0.8
17689,Spitzel,V.,,,,,,,"Spitzel, V.",4,https://herbarium.bgbm.org/object/B100004220,14942.0,"Spitzel, V.","Spitzel, A.v.",0.8
18080,Suard,,,,,,,,Suard,1,https://herbarium.bgbm.org/object/B100108829,15281.0,Suard,"Suard, V.",0.8
18228,Sánchez,V.,,,,,,,"Sánchez, V.",4,https://herbarium.bgbm.org/object/B200133749,15398.0,"Sánchez, V.","Sánchez, J.",0.8
19522,Vries,H.,,,,,,,"Vries, H.",1,https://herbarium.bgbm.org/object/B101119715,16444.0,"Vries, H.","Vries, H.M.d.",0.8
19579,Wagener,,,,,,,,Wagener,3,https://herbarium.bgbm.org/object/B200050092,16487.0,Wagener,"Wagener, P.C.",0.8
20791,Čelakovský,,,,,,,,Čelakovský,1,https://dr.jacq.org/DR049067,17539.0,Čelakovský,"Čelakovský, L.J.",0.8
772,Axell,,,,,,,,Axell,1,https://herbarium.bgbm.org/object/B100749062,616.0,Axell,"Axell, J.S.",0.799
904,Ball,T.,,,,,,,"Ball, T.",1,https://herbarium.bgbm.org/object/B100590413,727.0,"Ball, T.","Ball, T.B.",0.799
1077,Bastian,E.,,,,,,,"Bastian, E.",2,https://herbarium.bgbm.org/object/B100740073,877.0,"Bastian, E.","Bastian, R.E.",0.799
1540,Bilger,,,,,,,,Bilger,1,https://herbarium.bgbm.org/object/B100190752,1280.0,Bilger,"Bilge, E.",0.799
2475,Busse,,,,,,,,Busse,98,https://herbarium.bgbm.org/object/B100842647,2091.0,Busse,"Busse, P.",0.799
3007,Chacón,,,,,,,,Chacón,1,https://herbarium.bgbm.org/object/B100065082,2531.0,Chacón,"Chacón, J.",0.799
3604,Cronemeyer,G.,,,,,,,"Cronemeyer, G.",1,https://herbarium.bgbm.org/object/B101186091,3047.0,"Cronemeyer, G.","Gronemeyer, T.",0.799
4992,Fang,W.P.,,,,,,,"Fang, W.P.",1,https://herbarium.bgbm.org/object/B100241327,4193.0,"Fang, W.P.","Fang, W.",0.799
5158,Ferro,J.,,,,,,,"Ferro, J.",9,https://herbarium.bgbm.org/object/B100062919,4336.0,"Ferro, J.","Ferro, G.",0.799
5568,Fronk,B.,,,,,,,"Fronk, B.",60,https://dr.jacq.org/DR065769,4702.0,"Fronk, B.","Froněk, E.",0.799
5835,García,W.,,,,,,,"García, W.",1,https://herbarium.bgbm.org/object/B101209957,4924.0,"García, W.","García, J.(.).",0.799
7420,Helms,M.C.,,,,,,,"Helms, M.C.",2,https://herbarium.bgbm.org/object/B100172744,6286.0,"Helms, M.C.","Helms, J.",0.799
8267,Hörnig,,,,,,,,Hörnig,1,https://herbarium.bgbm.org/object/B100168213,7020.0,Hörnig,"Hörnig, I.",0.799
8627,Jenman,,,,,,,,Jenman,8,https://herbarium.bgbm.org/object/B200067867,7316.0,Jenman,"Jenman, G.S.",0.799
8813,Junghans,,,,,,,,Junghans,1,https://dr.jacq.org/DR013533,7484.0,Junghans,"Junghans, P.K.(.",0.799
9079,Keenan,R.L.,,,,,,,"Keenan, R.L.",2,https://herbarium.bgbm.org/object/B100525237,7688.0,"Keenan, R.L.","Keenan, J.",0.799
9566,Koorders,,,,,,,,Koorders,16,https://herbarium.bgbm.org/object/B100217764,8081.0,Koorders,"Koorders, S.H.",0.799
9911,Kunz,J.,,,,,,,"Kunz, J.",1,http://id.snsb.info/snsb/collection/480394/591491/261657,8364.0,"Kunz, J.","Kunz, H.",0.799
