,family,given,suffix,particle,dropping_particle,nick,appellation,title,canonical_string_collector_parsed,occurrenceID_collectors_count,occurrenceID_collectors_firstsample,old_index,namematch_source_data,namematch_resource_data,namematch_distance
436,Andrejew,W.,,,,,,,"Andrejew, W.",4,http://id.snsb.info/snsb/collection/411399/484950/195243,10960,"Andrejew, W.","Andrejeva, E.I.",0.95
474,Annies,,,,,,,,Annies,1,https://dr.jacq.org/DR044829,3119,Annies,"Anning, M.",0.95
488,Antonelli,A.,,,,,,,"Antonelli, A.",39,https://herbarium.bgbm.org/object/B101139016,19026,"Antonelli, A.","Anton, H.",0.95
532,Aragón,C.,,,,,,,"Aragón, C.",5,https://herbarium.bgbm.org/object/B101143581,17644,"Aragón, C.","Aragón, F.d.l.B.d.",0.95
1017,Bartholomathos,C.,,,,,,,"Bartholomathos, C.",4,http://id.snsb.info/snsb/collection/490788/603024/272672,14812,"Bartholomathos, C.","Bartholomew, E.",0.95
31,Bat,Saleh,,,,,,,"Bat, Saleh",1,https://herbarium.bgbm.org/object/B100067863,97,"Bat, Saleh","Khan, Saleh A",0.95
1352,Berndt,K.,,,,,,,"Berndt, K.",1,https://dr.jacq.org/DR018661,16899,"Berndt, K.","Berendt, K.H.",0.95
1371,Bernschein,,,,,,,,Bernschein,1,https://herbarium.bgbm.org/object/B700007717,2157,Bernschein,"Bernstein, T.",0.95
1454,Bialucha,K.,,,,,,,"Bialucha, K.",8,https://herbarium.bgbm.org/object/B101142229,1102,"Bialucha, K.","Shalucha, B.",0.95
1505,Biltz,,,,,,,,Biltz,1,https://dr.jacq.org/DR021965,17624,Biltz,"Piltz, J.",0.95
51,Bishop,Temple,,,,,,,"Bishop, Temple",1,https://herbarium.bgbm.org/object/B101104863,493,"Bishop, Temple","Temple, Paul",0.95
1810,Bordere,,,,,,,,Bordere,14,https://herbarium.bgbm.org/object/B100670356,5841,Bordere,"Borden, C.A.",0.95
1935,Bowes-Lyon,S.A.,,,,,,,"Bowes-Lyon, S.A.",1,http://id.snsb.info/snsb/collection/469275/575578/248227,14388,"Bowes-Lyon, S.A.","Lyon, J.",0.95
1937,Boyan,R.,,,,,,,"Boyan, R.",1,http://id.snsb.info/snsb/collection/494683/609833/276512,747,"Boyan, R.","Boyajyan, A.",0.95
64,Braun,Oberst,,von,,,,,"Braun, Oberst",1,https://herbarium.bgbm.org/object/B200069475,379,"Braun, Oberst","Braun, B",0.95
2074,Brenes,A.M.,,,,,,,"Brenes, A.M.",3,https://herbarium.bgbm.org/object/B100249411,10621,"Brenes, A.M.","Jones, A.M.",0.95
2179,Bruckmüller,,,,,,,,Bruckmüller,1,https://herbarium.bgbm.org/object/B200124163,14062,Bruckmüller,"Brockmüller, H.J.H.",0.95
2350,Burgt,X. M. van der,,,,,,,"Burgt, X. M. van der",18,https://herbarium.bgbm.org/object/B101189180,1981,"Burgt, X. M. van der","Burgt, X.M.v.d.",0.95
2365,Burlefrères,,,,,,,,Burlefrères,1,https://herbarium.bgbm.org/object/B100384307,6200,Burlefrères,"Burle, A.",0.95
2437,Bzowska,B.,,,,,,,"Bzowska, B.",1,https://herbarium.bgbm.org/object/B100051051,7666,"Bzowska, B.","Kozłowska, M.",0.95
2438,Báez,P.,,,,,,,"Báez, P.",1,https://herbarium.bgbm.org/object/B100189712,18833,"Báez, P.","Báez, C.G.",0.95
2462,Béguin,V.M.A.,,,,,,,"Béguin, V.M.A.",1,https://herbarium.bgbm.org/object/B101113914,19181,"Béguin, V.M.A.","Béguinot, J.",0.95
2704,Carballo,R.,,,,,,,"Carballo, R.",43,https://herbarium.bgbm.org/object/B100037487,18995,"Carballo, R.","Carrillo, R.",0.95
2869,Catlisch,J.F.,,,,,,,"Catlisch, J.F.",1,https://herbarium.bgbm.org/object/B100293847,19091,"Catlisch, J.F.","Caflisch, J.F.",0.95
3101,Chive,G.,,,,,,,"Chive, G.",1,https://herbarium.bgbm.org/object/B100711191,10212,"Chive, G.","Chivers, A.H.",0.95
3146,Chrostowski,,,,,,,,Chrostowski,1,https://herbarium.bgbm.org/object/B200124171,12292,Chrostowski,"Łastowski, W.",0.95
3182,Clair,A.J.,,,,,,,"Clair, A.J.",1,https://herbarium.bgbm.org/object/B600325520,13140,"Clair, A.J.","Claire, C.",0.95
3281,Coli,C.,,,,,,,"Coli, C.",3,https://herbarium.bgbm.org/object/B101042687,3257,"Coli, C.","Colin, J.",0.95
91,Croat,ThB,,,,,,,"Croat, ThB",1,https://herbarium.bgbm.org/object/B100485559,435,"Croat, ThB","Croat, Thomas Bernard",0.95
3743,Dauke,,,,,,,,Dauke,1,https://dr.jacq.org/DR015717,1587,Dauke,"Hauke, R.L.",0.95
3777,DeGeer,,,,,,,,DeGeer,1,https://herbarium.bgbm.org/object/B100384258,7667,DeGeer,"Degen, R.",0.95
3915,Dessauer,A.,,von,,,,,"Dessauer, A.",7,http://id.snsb.info/snsb/collection/455332/555860/234812,14085,"Dessauer, A.","Passauer, U.",0.95
4008,Dimonic,I.,,,,,,,"Dimonic, I.",2,https://dr.jacq.org/DR059732,15299,"Dimonic, I.","Dimonie, M.",0.95
106,Domingo,Frère,,,,,,,"Domingo, Frère",3,https://je.jacq.org/JE00002749,510,"Domingo, Frère","Vidal, Domingo",0.95
4108,Dopennequet,,,,,,,,Dopennequet,1,https://herbarium.bgbm.org/object/B100263480,16521,Dopennequet,"Bonequet, P.A.",0.95
107,Doûmet-Adanson,Letourneux,,,,,,,"Doûmet-Adanson, Letourneux",1,https://herbarium.bgbm.org/object/B100154858,172,"Doûmet-Adanson, Letourneux","Letourneux, Aristide",0.95
4153,Drege,J.F.,,,,,,,"Drege, J.F.",2,https://herbarium.bgbm.org/object/B100166007,15144,"Drege, J.F.","Drège, J.F.",0.95
4338,Dvorak,R.,,,,,,,"Dvorak, R.",1,https://herbarium.bgbm.org/object/B100003978,5190,"Dvorak, R.","Dvořák, R.",0.95
4435,Echeverría,E.E.,,,,,,,"Echeverría, E.E.",78,https://herbarium.bgbm.org/object/B100018594,5140,"Echeverría, E.E.","Echeverri, M.I.W.",0.95
4546,Eisenstein,,,,,,,,Eisenstein,3,https://herbarium.bgbm.org/object/B100749044,16966,Eisenstein,"Eisen, A.G.",0.95
4721,Eschscholz,J. F. G. von,,,,,,,"Eschscholz, J. F. G. von",1,http://id.snsb.info/snsb/collection/500805/622024/279608,14941,"Eschscholz, J. F. G. von","Eschscholtz, J.F.v.",0.95
4781,Etemadi,N.,,,,,,,"Etemadi, N.",1,http://id.snsb.info/snsb/collection/469174/575477/248126,18067,"Etemadi, N.","Samadi, N.",0.95
4944,Felez-Glez,,,,,,,,Felez-Glez,1,https://herbarium.bgbm.org/object/B101015442,2143,Felez-Glez,Velez,0.95
5034,Fetissow,,,,,,,,Fetissow,7,https://dr.jacq.org/DR068484,15277,Fetissow,"Fetisov, A.",0.95
5422,Fromholz,H.,,,,,,,"Fromholz, H.",2,https://herbarium.bgbm.org/object/B180011395,16862,"Fromholz, H.","Scholz, H.",0.95
5435,Frées,R.L.,,,,,,,"Frées, R.L.",1,https://herbarium.bgbm.org/object/B100367391,9635,"Frées, R.L.","Fróes, R.d.L.",0.95
5439,Fróes,R.L.,,,,,,,"Fróes, R.L.",4,https://herbarium.bgbm.org/object/B100002322,12422,"Fróes, R.L.","Fróes, R.d.L.",0.95
5614,Gambino,A.,,,,,,,"Gambino, A.",977,https://herbarium.bgbm.org/object/B100176965,4293,"Gambino, A.","Zambino, P.J.",0.95
5623,Gampert,D.D.,,,,,,,"Gampert, D.D.",1,http://id.snsb.info/snsb/collection/195534/479513/177310,6739,"Gampert, D.D.","Barbey-Gampert, M.",0.95
5782,Gehriger,W.,,,,,,,"Gehriger, W.",3,https://je.jacq.org/JE00000803,9995,"Gehriger, W.","Gehring, C.A.",0.95
6056,Goen,A.,,,,,,,"Goen, A.",2,https://herbarium.bgbm.org/object/B101154677,20105,"Goen, A.","Moen, A.",0.95
6182,Goodell,P.,,,,,,,"Goodell, P.",1,https://herbarium.bgbm.org/object/B100157443,8530,"Goodell, P.","Goode, J.B.",0.95
6207,Gottschalk,S.,,,,,,,"Gottschalk, S.",9,https://herbarium.bgbm.org/object/B100741029,7478,"Gottschalk, S.","Gottsche, C.M.",0.95
6253,Grandez,C.,,,,,,,"Grandez, C.",2,https://herbarium.bgbm.org/object/B100004049,13994,"Grandez, C.","Grande, L.",0.95
6263,Granitto,R.,,,,,,,"Granitto, R.",1,https://herbarium.bgbm.org/object/B100663193,14878,"Granitto, R.","Granito, V.M.",0.95
6292,Grau,H.R.J.,,,,,,,"Grau, H.R.J.",28,http://id.snsb.info/snsb/collection/408401/477692/192285,17961,"Grau, H.R.J.","Grau, J.",0.95
6346,Grevé,H.,,,,,,,"Grevé, H.",2,http://id.snsb.info/snsb/collection/645962/701022/351612,12026,"Grevé, H.","Greve, H.",0.95
6521,Gulliver,B.,,,,,,,"Gulliver, B.",2,http://id.snsb.info/snsb/collection/513299/635891/292900,17153,"Gulliver, B.","Gulli, V.",0.95
6522,Gulliver,T.,,,,,,,"Gulliver, T.",1,https://herbarium.bgbm.org/object/B200107578a,388,"Gulliver, T.","Gulli, V.",0.95
6530,Gunkel,E.,,,,,,,"Gunkel, E.",3,https://je.jacq.org/JE00022014,9855,"Gunkel, E.","Winkel, E.",0.95
6666,Gürich,G.,,,,,,,"Gürich, G.",27,https://herbarium.bgbm.org/object/B100153675,18887,"Gürich, G.","Feurich, G.",0.95
6683,Haasemann,W.,,,,,,,"Haasemann, W.",1,https://dr.jacq.org/DR018429,17096,"Haasemann, W.","Haase, M.",0.95
6769,Halacsy,E.,,von,,,,,"Halacsy, E.",1,http://id.snsb.info/snsb/collection/478942/589968/259931,14064,"Halacsy, E.","Halácsy, E.v.",0.95
6859,Hanel,C.,,,,,,,"Hanel, C.",1,https://herbarium.bgbm.org/object/B600325607,7620,"Hanel, C.","Pinel, C.",0.95
7056,Hausser,E.,,,,,,,"Hausser, E.",3,https://dr.jacq.org/DR007335,15552,"Hausser, E.","Hauser, M.L.",0.95
7171,Heinig,R.L.,,,,,,,"Heinig, R.L.",2,http://id.snsb.info/snsb/collection/500858/622077/279661,13951,"Heinig, R.L.","Heiniger, H.",0.95
7288,Hens,A.,,,,,,,"Hens, A.",1,https://herbarium.bgbm.org/object/B100278830,12237,"Hens, A.","Hensel, A.",0.95
7323,Herdández,J.,,,,,,,"Herdández, J.",1,https://herbarium.bgbm.org/object/B101144282,19524,"Herdández, J.","Hernandez, J.",0.95
7342,Herminier,L.',,,,,,,"Herminier, L.'",2,https://herbarium.bgbm.org/object/B300025825,18865,"Herminier, L.'","L'Herminier, F.J.",0.95
7443,Hetzel,G.,,,,,,,"Hetzel, G.",1,https://herbarium.bgbm.org/object/B100379396,2398,"Hetzel, G.","Latzel, G.",0.95
7525,Hille,M.,,,,,,,"Hille, M.",1,https://herbarium.bgbm.org/object/B700003924,1861,"Hille, M.","Hill, J.",0.95
7551,Hinneberg,P.,,,,,,,"Hinneberg, P.",2,https://herbarium.bgbm.org/object/B100327628,6300,"Hinneberg, P.","Henneberg, W.",0.95
7556,Hinten,,,,,,,,Hinten,1,https://herbarium.bgbm.org/object/B100526163,6960,Hinten,"Hinton, M.",0.95
7835,Hottenroth,J.,,,,,,,"Hottenroth, J.",2,https://dr.jacq.org/DR011595,7197,"Hottenroth, J.","Enroth, J.",0.95
7863,Hoza,,,,,,,,Hoza,2,https://herbarium.bgbm.org/object/B180016118,14708,Hoza,"Roza, D.",0.95
8008,Häckler,K.,,,,,,,"Häckler, K.",4,https://je.jacq.org/JE04009066,18513,"Häckler, K.","Gauckler, K.",0.95
8052,Hößl,R.,,,,,,,"Hößl, R.",19,https://herbarium.bgbm.org/object/B100413740,14527,"Hößl, R.","Li, H.L.",0.95
8118,Iliadou,E.,,,,,,,"Iliadou, E.",22,https://herbarium.bgbm.org/object/B101145856,7091,"Iliadou, E.","Stamatiadou, E.",0.95
8413,Jerden,,,,,,,,Jerden,1,https://dr.jacq.org/DR049376,10496,Jerden,"Jerdon, A.",0.95
8440,Jiménez Munuera,F. de P.,,,,,,,"Jiménez Munuera, F. de P.",1,https://je.jacq.org/JE00011599,5168,"Jiménez Munuera, F. de P.","Jiménez, F.",0.95
8458,Jisiba,,,,,,,,Jisiba,1,https://dr.jacq.org/DR063594,8763,Jisiba,"Boussiba, S.",0.95
8536,José,,,,,,,,José,1,https://herbarium.bgbm.org/object/B180005730,11071,José,"Jose, S.",0.95
8801,Kaule,,,,,,,,Kaule,2,https://herbarium.bgbm.org/object/B100659495,20143,Kaule,"Paule, J.",0.95
9076,Klama,H.,,,,,,,"Klama, H.",7,https://je.jacq.org/JE04006443,1006,"Klama, H.","Klamer, M.",0.95
9281,Komar,O.,,,,,,,"Komar, O.",14,https://herbarium.bgbm.org/object/B100033502,11731,"Komar, O.","Komarov, B.",0.95
9286,Komitee,K.W.,,,,,,,"Komitee, K.W.",1,https://herbarium.bgbm.org/object/B180007229,9043,"Komitee, K.W.","Lee, K.W.",0.95
9341,Kosmahl,,,,,,,,Kosmahl,4,https://dr.jacq.org/DR002504,16854,Kosmahl,"Kosmala, S.",0.95
9393,Kraebel-Berkeley,C.J.,,,,,,,"Kraebel-Berkeley, C.J.",1,https://herbarium.bgbm.org/object/B180011836,2989,"Kraebel-Berkeley, C.J.","Berkeley, E.",0.95
9397,Kraenzle,J.,,,,,,,"Kraenzle, J.",3,http://id.snsb.info/snsb/collection/491018/603254/272902,12927,"Kraenzle, J.","Kraenzlin, F.W.L.",0.95
9415,Krammer,U.,,,,,,,"Krammer, U.",1,https://herbarium.bgbm.org/object/B100526435,14806,"Krammer, U.","Kramer, J.",0.95
9534,Krummel,E.,,,,,,,"Krummel, E.",15,https://je.jacq.org/JE00022222,7421,"Krummel, E.","Krimmel, E.",0.95
9824,Laforet,,,,,,,,Laforet,2,https://herbarium.bgbm.org/object/B100841292,15950,Laforet,"Lafon, R.",0.95
9856,Lalin,C.I.,,,,,,,"Lalin, C.I.",1,https://dr.jacq.org/DR047506,19041,"Lalin, C.I.","Sahlin, C.I.",0.95
9895,Landeros,A.,,,,,,,"Landeros, A.",1,https://herbarium.bgbm.org/object/B100089472,12467,"Landeros, A.","Lander, N.",0.95
9933,Langner,,,,,,,,Langner,1,https://herbarium.bgbm.org/object/B100605530,14914,Langner,"Jungner, R.",0.95
10039,Lažkov,G.A.,,,,,,,"Lažkov, G.A.",2,https://herbarium.bgbm.org/object/B100409864,7655,"Lažkov, G.A.","Lazkov, G.A.",0.95
10067,Lebau,,,,,,,,Lebau,1,https://herbarium.bgbm.org/object/B180020450,10066,Lebau,"Lebas, E.",0.95
10159,Leiva,D.,,,,,,,"Leiva, D.",1,https://herbarium.bgbm.org/object/B100034224,2167,"Leiva, D.","Sandoval-Leiva, P.",0.95
10184,Lenard,,,,,,,,Lenard,1,https://herbarium.bgbm.org/object/B100278839a,965,Lenard,"Penard, E.",0.95
10197,Lenström,,,,,,,,Lenström,1,http://id.snsb.info/snsb/collection/518697/641958/300266,12673,Lenström,"Stenström, K.O.E.",0.95
304,Leonis,Christos,,,,,,,"Leonis, Christos",1,https://herbarium.bgbm.org/object/B101014408,469,"Leonis, Christos","Galanos, Christos J",0.95
10342,Licht,W.,,,,,,,"Licht, W.",8,https://herbarium.bgbm.org/object/B100190926,6518,"Licht, W.","Hecht, W.",0.95
10348,Liebenow,,,,,,,,Liebenow,1,https://herbarium.bgbm.org/object/B100068992,15259,Liebenow,"Liebe, T.",0.95
10356,Liebsch,,,,,,,,Liebsch,1,https://herbarium.bgbm.org/object/B700003586,3490,Liebsch,"Clebsch, A.",0.95
10366,Ligall,,,,,,,,Ligall,1,https://herbarium.bgbm.org/object/B180013500,19462,Ligall,"Liégard, A.",0.95
10722,Luetzelburg,P.,,von,,,,,"Luetzelburg, P.",46,http://id.snsb.info/snsb/collection/630692/692280/333776,1138,"Luetzelburg, P.","Lützelburg, P.X.v.",0.95
10746,Lumant,,,,,,,,Lumant,1,https://herbarium.bgbm.org/object/B101154652,15334,Lumant,"Lumare, F.",0.95
11071,Malý,K.,,,,,,,"Malý, K.",43,https://herbarium.bgbm.org/object/B101154389,19186,"Malý, K.","Malý, K.F.J.",0.95
11254,Martinasso,B.,,,,,,,"Martinasso, B.",2,https://herbarium.bgbm.org/object/B100517367,17033,"Martinasso, B.","Martin, B.",0.95
11285,Martius.von,C.F.P.,,,,,,,"Martius.von, C.F.P.",1,http://id.snsb.info/snsb/collection/646100/701160/351750,1781,"Martius.von, C.F.P.","Martius, C.F.P.S.",0.95
11357,Matarczyk,J.A.,,,,,,,"Matarczyk, J.A.",1,https://herbarium.bgbm.org/object/B100199368,3887,"Matarczyk, J.A.","Bodziarczyk, J.",0.95
11502,McCarter,P.S.,,,,,,,"McCarter, P.S.",1,https://herbarium.bgbm.org/object/B180010589,2900,"McCarter, P.S.","McCarten, N.F.",0.95
11527,McNee,J.,,,,,,,"McNee, J.",1,https://je.jacq.org/JE04003112,3593,"McNee, J.","McNeill, J.",0.95
11625,Melliss,,,,,,,,Melliss,3,https://herbarium.bgbm.org/object/B200060356,5961,Melliss,"Mellin, A.",0.95
11626,Melliss,J.C.,,,,,,,"Melliss, J.C.",4,https://herbarium.bgbm.org/object/B200037767,12359,"Melliss, J.C.","Willis, J.C.",0.95
11718,Merrill King,M.R.,,,,,,,"Merrill King, M.R.",1,https://herbarium.bgbm.org/object/BGT0004711,7932,"Merrill King, M.R.","Merrill, J.A.",0.95
11850,Mikulska,J.,,,,,,,"Mikulska, J.",1,https://herbarium.bgbm.org/object/B100305837,2711,"Mikulska, J.","Mikulík, J.",0.95
11945,Mocino,,,,,,,,Mocino,1,https://herbarium.bgbm.org/object/B100146128,17288,Mocino,"Mociño, J.M.",0.95
12024,Montelin,C.O.U.,,,,,,,"Montelin, C.O.U.",1,https://herbarium.bgbm.org/object/B100526255,3699,"Montelin, C.O.U.","Montel, R.",0.95
12099,Moranga,M.,,,,,,,"Moranga, M.",1,https://herbarium.bgbm.org/object/B101147462,10047,"Moranga, M.","Moran, E.",0.95
12168,Mory,F.K.,,,,,,,"Mory, F.K.",4,https://herbarium.bgbm.org/object/B100363538,4666,"Mory, F.K.","Mory, B.",0.95
12283,Munoz Garmendia,F.,,,,,,,"Munoz Garmendia, F.",11,https://herbarium.bgbm.org/object/B100006301,6893,"Munoz Garmendia, F.","Garmendia, F.L.H.y.",0.95
12329,Mutchnick,P.,,,,,,,"Mutchnick, P.",1,https://herbarium.bgbm.org/object/B100138052,63,"Mutchnick, P.","Mutch, E.",0.95
12606,Nesi Nardi,C.,,,,,,,"Nesi Nardi, C.",3,https://herbarium.bgbm.org/object/B100256385,1621,"Nesi Nardi, C.","Nardi, G.",0.95
12710,Nierbauer,K.-U.,,,,,,,"Nierbauer, K.-U.",1,https://herbarium.bgbm.org/object/B100767817,3056,"Nierbauer, K.-U.","Weberbauer, A.",0.95
12752,Niss,U.,,,,,,,"Niss, U.",3,https://herbarium.bgbm.org/object/B700008481,11111,"Niss, U.","Nissen, Ø.",0.95
370,Nokrian,Rivka,,,,,,,"Nokrian, Rivka",8,https://herbarium.bgbm.org/object/B100355833,118,"Nokrian, Rivka","Ben-Sasson, Rivka",0.95
12811,Nordström,A.,,,,,,,"Nordström, A.",1,https://herbarium.bgbm.org/object/B100263293,4384,"Nordström, A.","Nordstein, S.",0.95
13111,Ortini,,,,,,,,Ortini,1,https://herbarium.bgbm.org/object/B100461582,19894,Ortini,"Martinčič, A.",0.95
13145,Ossa,J. A. de la,,,,,,,"Ossa, J. A. de la",1,http://id.snsb.info/snsb/collection/484425/596542/266183,4880,"Ossa, J. A. de la","Ossa, J.A.d.l.",0.95
13255,Pallow,D.,,,,,,,"Pallow, D.",3,https://herbarium.bgbm.org/object/B101145584,2379,"Pallow, D.","Penhallow, D.P.",0.95
13300,Pankova,S.S.,,,,,,,"Pankova, S.S.",1,https://herbarium.bgbm.org/object/B100182558,17050,"Pankova, S.S.","Stankov, S.S.",0.95
388,Perdonegg,Ludwig Samuel Joseph,,,,,,,"Perdonegg, Ludwig Samuel Joseph",1,https://dr.jacq.org/DR047293,246,"Perdonegg, Ludwig Samuel Joseph","Perdonneg, Ludwig Samuel Joseph David Alexander Heufler zu Rasen und",0.95
13596,Perpperütz,,,,,,,,Perpperütz,1,https://dr.jacq.org/DR026194,15832,Perpperütz,"Pertz, D.",0.95
13616,Persich,W.,,,,,,,"Persich, W.",2,https://herbarium.bgbm.org/object/B100673242,13446,"Persich, W.","Genersich, S.",0.95
13633,Pes,,,,,,,,Pes,1,https://herbarium.bgbm.org/object/B180015188,2176,Pes,"Pesson, P.",0.95
13641,Petasch,P.,,,,,,,"Petasch, P.",18,https://dr.jacq.org/DR019475,11707,"Petasch, P.","Tasch, P.",0.95
13923,Plew,,,,,,,,Plew,1,https://herbarium.bgbm.org/object/B100463923,2819,Plew,"Plée, A.",0.95
14030,Poma,A.,,,,,,,"Poma, A.",5,https://herbarium.bgbm.org/object/B100522520,10601,"Poma, A.","Pomar, J.H.",0.95
14108,Potters,J.M.C.,,,,,,,"Potters, J.M.C.",1,https://herbarium.bgbm.org/object/B100629379,13348,"Potters, J.M.C.","Potter, G.",0.95
14207,Prin,R.,,,,,,,"Prin, R.",3,https://herbarium.bgbm.org/object/B100076044,2885,"Prin, R.","Prins, M.",0.95
14230,Procter,J.,,,,,,,"Procter, J.",2,https://herbarium.bgbm.org/object/B100068917,8249,"Procter, J.","Proctor, M.",0.95
14326,Pérez Raya,F.,,,,,,,"Pérez Raya, F.",1,https://herbarium.bgbm.org/object/B100264914,20066,"Pérez Raya, F.","Raya, F.P.",0.95
14370,Quesada,F.A.,,,,,,,"Quesada, F.A.",89,https://herbarium.bgbm.org/object/B101139034,16934,"Quesada, F.A.","Quesné, F.A.",0.95
14452,Radenkova,I.,,,,,,,"Radenkova, I.",1,https://herbarium.bgbm.org/object/B100525320,6146,"Radenkova, I.",Radencova,0.95
14633,Reallehrer,K. Neuburg,,,,,,,"Reallehrer, K. Neuburg",1,https://herbarium.bgbm.org/object/B100525330,10459,"Reallehrer, K. Neuburg","Neuburg, M.F.",0.95
14652,Reder,,,,,,,,Reder,5,https://herbarium.bgbm.org/object/B200125035,10923,Reder,"Redecker, G.",0.95
14857,Rhins,J.L.,,Dutreuil de,,,,,"Rhins, J.L.",1,http://id.snsb.info/snsb/collection/469118/575421/248070,10434,"Rhins, J.L.","Rhiner, J.",0.95
14932,Riemer,,,,,,,,Riemer,1,https://herbarium.bgbm.org/object/B100194286,12610,Riemer,"Riemann, B.",0.95
428,Rosengurtt,Del Puerto,,,,,,,"Rosengurtt, Del Puerto",1,https://herbarium.bgbm.org/object/B100375255,507,"Rosengurtt, Del Puerto","Rosengurtt, Bernardo",0.95
15339,Rothschuh,E.,,,,,,,"Rothschuh, E.",6,https://herbarium.bgbm.org/object/B200067898,6619,"Rothschuh, E.","Rothschild, J.",0.95
15374,Rozhkova,O.,,,,,,,"Rozhkova, O.",1,https://herbarium.bgbm.org/object/B100421533,1356,"Rozhkova, O.","Pirozhkova, N.M.",0.95
15582,Safarov,H.,,,,,,,"Safarov, H.",106,https://herbarium.bgbm.org/object/B100523359,7125,"Safarov, H.","Safar, K.N.",0.95
15686,Sanane,M.,,,,,,,"Sanane, M.",7,http://id.snsb.info/snsb/collection/17797/26576/17617,3146,"Sanane, M.","Fennane, M.",0.95
15924,Scheidhauer,,,,,,,,Scheidhauer,5,https://dr.jacq.org/DR001943,12619,Scheidhauer,"Schauer, S.",0.95
15978,Schiemenz,H.,,,,,,,"Schiemenz, H.",1,https://dr.jacq.org/DR046335,18603,"Schiemenz, H.","Schinz, H.",0.95
16062,Schlimme,,,,,,,,Schlimme,1,https://herbarium.bgbm.org/object/B700002429,2071,Schlimme,"Schlim, L.J.",0.95
16200,Schorer,,,,,,,,Schorer,1,https://je.jacq.org/JE00017902,16378,Schorer,"Schori, M.",0.95
16225,Schrank,F. von Paula,,von,,,,,"Schrank, F. von Paula",25,http://id.snsb.info/snsb/collection/667239/725820/373474,6213,"Schrank, F. von Paula","Schrank, A.",0.95
16525,Seegeler,C.J.P.,,,,,,,"Seegeler, C.J.P.",2,https://herbarium.bgbm.org/object/B100423532,19461,"Seegeler, C.J.P.","Seeger, H.",0.95
16574,Seisenberger,B.,,,,,,,"Seisenberger, B.",1,https://herbarium.bgbm.org/object/B101142188,12023,"Seisenberger, B.","Münzenberger, B.",0.95
16594,Sella,E.,,,,,,,"Sella, E.",2,https://herbarium.bgbm.org/object/B100243254,2267,"Sella, E.","Rosella, E.",0.95
16607,Selvet,,,,,,,,Selvet,1,http://id.snsb.info/snsb/collection/455448/555976/234928,3219,Selvet,"Selva, S.",0.95
16940,Skrenberger,J.,,,,,,,"Skrenberger, J.",1,https://herbarium.bgbm.org/object/B100605536,17290,"Skrenberger, J.","Schönenberger, J.",0.95
16943,Skånberg,,,,,,,,Skånberg,2,https://dr.jacq.org/DR064182,13920,Skånberg,"Winberg, M.",0.95
17151,Soto,N.J.C.,,,,,,,"Soto, N.J.C.",1,https://herbarium.bgbm.org/object/B100158013,12661,"Soto, N.J.C.","Soto, C.",0.95
17155,Souchet,Le,,,,,,,"Souchet, Le",1,https://herbarium.bgbm.org/object/B180010798,16474,"Souchet, Le","Bouchet, H.",0.95
17265,Staber,,,,,,,,Staber,1,https://herbarium.bgbm.org/object/B101191329,17150,Staber,"Stabentheiner, E.",0.95
17274,Staehle,,,,,,,,Staehle,1,https://herbarium.bgbm.org/object/B200172631,15504,Staehle,"Staehelin, B.",0.95
17350,Stegemann,,,,,,,,Stegemann,1,https://herbarium.bgbm.org/object/B100004055,14555,Stegemann,"Steger, L.",0.95
17464,Stinchfield,R.J.,,,,,,,"Stinchfield, R.J.",1,https://herbarium.bgbm.org/object/B100002725,12970,"Stinchfield, R.J.","Critchfield, R.L.",0.95
17654,Sultan-ul-Abedin,,,,,,,,Sultan-ul-Abedin,1,https://herbarium.bgbm.org/object/B100763787,3082,Sultan-ul-Abedin,"Abedin, S.",0.95
17695,Swallow,J.C.,,,,,,,"Swallow, J.C.",1,https://herbarium.bgbm.org/object/B180012600,8399,"Swallow, J.C.","Barlow, J.C.",0.95
17696,Swaray,M.,,,,,,,"Swaray, M.",1,https://herbarium.bgbm.org/object/B180018882,230,"Swaray, M.","Bray, M.",0.95
497,Sârbu,Ion,,,,,,,"Sârbu, Ion",1,https://herbarium.bgbm.org/object/B101015498,37,"Sârbu, Ion","Sârbu, Anca",0.95
17802,Taglia,S. del,,,,,,,"Taglia, S. del",2,https://herbarium.bgbm.org/object/B101167430,4438,"Taglia, S. del","Tagliani, G.",0.95
17829,Tam,A.,,,,,,,"Tam, A.",3,https://herbarium.bgbm.org/object/B100629218,16664,"Tam, A.","Ram, A.",0.95
17929,Teilane,E.,,,,,,,"Teilane, E.",1,https://herbarium.bgbm.org/object/B100003535,2589,"Teilane, E.","Poilane, E.",0.95
17951,Ter Welle,B.J.H.,,,,,,,"Ter Welle, B.J.H.",3,https://herbarium.bgbm.org/object/B100517812,11115,"Ter Welle, B.J.H.","Janse, B.J.H.",0.95
17959,Termé,F.,,,,,,,"Termé, F.",3,https://herbarium.bgbm.org/object/B100365492,12926,"Termé, F.","Harm, F.",0.95
18201,Tomas,J.J.,,,,,,,"Tomas, J.J.",14,https://herbarium.bgbm.org/object/B100018857,5119,"Tomas, J.J.","Tomasi, G.",0.95
18300,Tredwell,R.,,,,,,,"Tredwell, R.",1,https://herbarium.bgbm.org/object/B100144972,5103,"Tredwell, R.","Medwell, L.M.",0.95
18417,Turez,,,,,,,,Turez,1,https://herbarium.bgbm.org/object/B100244993,6385,Turez,"Suárez, Á.",0.95
