,family,given,suffix,particle,dropping_particle,nick,appellation,title,canonical_string_collector_parsed,occurrenceID_collectors_count,occurrenceID_collectors_firstsample,old_index,namematch_source_data,namematch_resource_data,namematch_distance
9588,Kuhbier,M.H.,,,,,,,"Kuhbier, M.H.",53,https://herbarium.bgbm.org/object/B100053432,19666,"Kuhbier, M.H.","Kuhbier, M.H.",0.0
9591,Kuhlmann,J.G.,,,,,,,"Kuhlmann, J.G.",19,http://id.snsb.info/snsb/collection/24523/33301/24091,12212,"Kuhlmann, J.G.","Kuhlmann, J.G.",0.0
9592,Kuhlmann,M.,,,,,,,"Kuhlmann, M.",3,http://id.snsb.info/snsb/collection/196520/526975/178287,14410,"Kuhlmann, M.","Kuhlmann, M.",0.0
9606,Kumlien,T.,,,,,,,"Kumlien, T.",2,https://herbarium.bgbm.org/object/B101114320,9862,"Kumlien, T.","Kumlien, T.",0.0
9610,Kummer,F.,,,,,,,"Kummer, F.",22,http://id.snsb.info/snsb/collection/25386/34164/24950,13262,"Kummer, F.","Kummer, F.",0.0
9611,Kummer,G.,,,,,,,"Kummer, G.",1,https://herbarium.bgbm.org/object/B101154495,6946,"Kummer, G.","Kummer, G.",0.0
9612,Kummer,V.,,,,,,,"Kummer, V.",137,https://herbarium.bgbm.org/object/B100341522,2718,"Kummer, V.","Kummer, V.",0.0
9620,Kunkel,G.W.H.,,,,,,,"Kunkel, G.W.H.",2977,https://herbarium.bgbm.org/object/B180018875,375,"Kunkel, G.W.H.","Kunkel, G.W.H.",0.0
9625,Kunstler,H.H.,,,,,,,"Kunstler, H.H.",3,http://id.snsb.info/snsb/collection/455059/555586/234539,16533,"Kunstler, H.H.","Kunstler, H.H.",0.0
9633,Kuntze,O.,,,,,,,"Kuntze, O.",87,http://id.snsb.info/snsb/collection/18652/27431/18472,17717,"Kuntze, O.","Kuntze, O.",0.0
9636,Kunz,H.,,,,,,,"Kunz, H.",2,http://id.snsb.info/snsb/collection/474857/584625/256084,14361,"Kunz, H.","Kunz, H.",0.0
9639,Kunze,J.,,,,,,,"Kunze, J.",3,https://dr.jacq.org/DR038953,234,"Kunze, J.","Kunze, J.",0.0
290,Kunze,Johannes,,,,,,,"Kunze, Johannes",3,https://je.jacq.org/JE00018163,26,"Kunze, Johannes","Kunze, Johannes",0.0
9645,Kuo,C.M.,,,,,,,"Kuo, C.M.",1,https://herbarium.bgbm.org/object/B200080909,3884,"Kuo, C.M.","Kuo, C.M.",0.0
9648,Kupffer,K.R.,,,,,,,"Kupffer, K.R.",2,https://herbarium.bgbm.org/object/B101001883,14119,"Kupffer, K.R.","Kupffer, K.R.",0.0
291,Kupffer,Karl Reinhold,,,,,,,"Kupffer, Karl Reinhold",2,https://je.jacq.org/JE00020316,326,"Kupffer, Karl Reinhold","Kupffer, Karl Reinhold",0.0
9651,Kupper,W.,,,,,,,"Kupper, W.",73,http://id.snsb.info/snsb/collection/118325/177124/119335,1052,"Kupper, W.","Kupper, W.",0.0
9654,Kupčok,S.,,,,,,,"Kupčok, S.",21,http://id.snsb.info/snsb/collection/513234/635826/292835,10749,"Kupčok, S.","Kupčok, S.",0.0
9656,Kurokawa,S.,,,,,,,"Kurokawa, S.",3,https://je.jacq.org/JE04004117,11643,"Kurokawa, S.","Kurokawa, S.",0.0
9658,Kurtto,A.,,,,,,,"Kurtto, A.",2,https://herbarium.bgbm.org/object/B100076041,19204,"Kurtto, A.","Kurtto, A.",0.0
9660,Kurtz,F.,,,,,,,"Kurtz, F.",14,http://id.snsb.info/snsb/collection/482787/594034/264226,2203,"Kurtz, F.","Kurtz, F.",0.0
9664,Kurz,W.S.,,,,,,,"Kurz, W.S.",101,http://id.snsb.info/snsb/collection/195038/479011/176814,3480,"Kurz, W.S.","Kurz, W.S.",0.0
9669,Kuschel,G.,,,,,,,"Kuschel, G.",1,https://herbarium.bgbm.org/object/B180001687,14448,"Kuschel, G.","Kuschel, G.",0.0
9675,Kuthan,J.,,,,,,,"Kuthan, J.",2,https://herbarium.bgbm.org/object/B700003068,3071,"Kuthan, J.","Kuthan, J.",0.0
9680,Kuwahara,Y.,,,,,,,"Kuwahara, Y.",3,https://je.jacq.org/JE04009997,756,"Kuwahara, Y.","Kuwahara, Y.",0.0
9686,Kuzmanović,N.,,,,,,,"Kuzmanović, N.",1,https://herbarium.bgbm.org/object/B100661057,11378,"Kuzmanović, N.","Kuzmanović, N.",0.0
9693,Kvist,L.P.,,,,,,,"Kvist, L.P.",4,https://herbarium.bgbm.org/object/B100127565,10798,"Kvist, L.P.","Kvist, L.P.",0.0
9695,Kwiecinski,F.,,,,,,,"Kwiecinski, F.",1,https://herbarium.bgbm.org/object/B100630858,9198,"Kwiecinski, F.","Kwiecinski, F.",0.0
9702,Kárpáti,Z.,,,,,,,"Kárpáti, Z.",14,https://herbarium.bgbm.org/object/B100327421,4858,"Kárpáti, Z.","Kárpáti, Z.",0.0
9704,Källersjö,M.,,,,,,,"Källersjö, M.",3,http://id.snsb.info/snsb/collection/16154/24897/15974,11320,"Källersjö, M.","Källersjö, M.",0.0
9709,Käser,F.,,,,,,,"Käser, F.",5,https://je.jacq.org/JE00008029,2861,"Käser, F.","Käser, F.",0.0
9716,Köckinger,H.,,,,,,,"Köckinger, H.",1,https://je.jacq.org/JE04008866,16977,"Köckinger, H.","Köckinger, H.",0.0
9722,Köhler,E.,,,,,,,"Köhler, E.",641,https://herbarium.bgbm.org/object/B100009017,10622,"Köhler, E.","Köhler, E.",0.0
9725,Köhler,J.C.G.,,,,,,,"Köhler, J.C.G.",6,https://je.jacq.org/JE00013912,14468,"Köhler, J.C.G.","Köhler, J.C.G.",0.0
9736,König,J.G.,,,,,,,"König, J.G.",64,http://id.snsb.info/snsb/collection/16682/25461/16502,6688,"König, J.G.","König, J.G.",0.0
9737,König,P.,,,,,,,"König, P.",1,https://herbarium.bgbm.org/object/B100490211,5660,"König, P.","König, P.",0.0
9739,Königer,W.,,,,,,,"Königer, W.",6,http://id.snsb.info/snsb/collection/652499/709217/358187,13188,"Königer, W.","Königer, W.",0.0
9740,Könighofer,H.,,,,,,,"Könighofer, H.",1,https://dr.jacq.org/DR065958,16900,"Könighofer, H.","Könighofer, H.",0.0
9751,Körnicke,F.A.,,,,,,,"Körnicke, F.A.",79,https://herbarium.bgbm.org/object/B100531837,1631,"Körnicke, F.A.","Körnicke, F.A.",0.0
293,Körnicke,Friedrich August,,,,,,,"Körnicke, Friedrich August",1,https://je.jacq.org/JE00018846,162,"Körnicke, Friedrich August","Körnicke, Friedrich August",0.0
9754,Köster,N.,,,,,,,"Köster, N.",1292,https://herbarium.bgbm.org/object/B100432873,11502,"Köster, N.","Köster, N.",0.0
9756,Køie,M.,,,,,,,"Køie, M.",33,https://herbarium.bgbm.org/object/B100279199,12724,"Køie, M.","Køie, M.",0.0
9761,Kühn,F.,,,,,,,"Kühn, F.",1,https://herbarium.bgbm.org/object/B100763716,4230,"Kühn, F.","Kühn, F.",0.0
9766,Kühnemann,O.,,,,,,,"Kühnemann, O.",1,https://je.jacq.org/JE04008356,5475,"Kühnemann, O.","Kühnemann, O.",0.0
9769,Kükenthal,G.,,,,,,,"Kükenthal, G.",52,http://id.snsb.info/snsb/collection/118914/177713/119861,371,"Kükenthal, G.","Kükenthal, G.",0.0
9770,Kükenthal,W.,,,,,,,"Kükenthal, W.",2,https://je.jacq.org/JE00006190,404,"Kükenthal, W.","Kükenthal, W.",0.0
9772,Kümmerle,J.B.,,,,,,,"Kümmerle, J.B.",4,http://id.snsb.info/snsb/collection/408375/477666/192259,5599,"Kümmerle, J.B.","Kümmerle, J.B.",0.0
9773,Kümpel,H.,,,,,,,"Kümpel, H.",3,https://je.jacq.org/JE00005613,15713,"Kümpel, H.","Kümpel, H.",0.0
9777,Kürschner,H.,,,,,,,"Kürschner, H.",1672,https://herbarium.bgbm.org/object/B100049411,3083,"Kürschner, H.","Kürschner, H.",0.0
9778,Kützing,F.T.,,,,,,,"Kützing, F.T.",1,http://id.snsb.info/snsb/collection/474906/584674/256133,2649,"Kützing, F.T.","Kützing, F.T.",0.0
9779,Křivka,P.,,,,,,,"Křivka, P.",18,https://herbarium.bgbm.org/object/B100418202,14978,"Křivka, P.","Křivka, P.",0.0
9793,Laborde,J.,,,,,,,"Laborde, J.",1,https://herbarium.bgbm.org/object/B100366084,6453,"Laborde, J.","Laborde, J.",0.0
9796,Lacaita,C.C.,,,,,,,"Lacaita, C.C.",6,http://id.snsb.info/snsb/collection/644432/699156/350033,1596,"Lacaita, C.C.","Lacaita, C.C.",0.0
9797,Lace,J.H.,,,,,,,"Lace, J.H.",34,https://herbarium.bgbm.org/object/B100448416,738,"Lace, J.H.","Lace, J.H.",0.0
9800,Lack,H.W.,,,,,,,"Lack, H.W.",11,https://herbarium.bgbm.org/object/B100346439,4357,"Lack, H.W.","Lack, H.W.",0.0
9802,Lackowitz,A.W.,,,,,,,"Lackowitz, A.W.",4,https://herbarium.bgbm.org/object/B100347212,15287,"Lackowitz, A.W.","Lackowitz, A.W.",0.0
294,Lackström,Emil Frithiof,,,,,,,"Lackström, Emil Frithiof",1,https://je.jacq.org/JE04009923,298,"Lackström, Emil Frithiof","Lackström, Emil Frithiof",0.0
9809,Ladero,M.,,,,,,,"Ladero, M.",11,https://herbarium.bgbm.org/object/B100002423,16668,"Ladero, M.","Ladero, M.",0.0
9817,Laegaard,S.,,,,,,,"Laegaard, S.",7,https://herbarium.bgbm.org/object/B100022652,19909,"Laegaard, S.","Laegaard, S.",0.0
9820,Laestadius,C.P.,,,,,,,"Laestadius, C.P.",1,https://dr.jacq.org/DR056160,7299,"Laestadius, C.P.","Laestadius, C.P.",0.0
9828,Lagasca,M.,,,,,,,"Lagasca, M.",2,https://herbarium.bgbm.org/object/BW12579030,5901,"Lagasca, M.","Lagasca, M.",0.0
9834,Lagger,F.J.,,,,,,,"Lagger, F.J.",19,http://id.snsb.info/snsb/collection/644959/699851/350589,6887,"Lagger, F.J.","Lagger, F.J.",0.0
296,Lagger,Franz Joseph,,,,,,,"Lagger, Franz Joseph",6,https://herbarium.bgbm.org/object/B101113375,127,"Lagger, Franz Joseph","Lagger, Franz Joseph",0.0
9839,Lahham,J.,,,,,,,"Lahham, J.",3,https://herbarium.bgbm.org/object/B100296156,8326,"Lahham, J.","Lahham, J.",0.0
9845,Laing,R.M.,,,,,,,"Laing, R.M.",2,http://id.snsb.info/snsb/collection/474643/584411/255870,7402,"Laing, R.M.","Laing, R.M.",0.0
9848,Lakshnakara,M.C.,,,,,,,"Lakshnakara, M.C.",1,https://herbarium.bgbm.org/object/B100517574,3905,"Lakshnakara, M.C.","Lakshnakara, M.C.",0.0
9849,Laktionov,A.P.,,,,,,,"Laktionov, A.P.",4,http://id.snsb.info/snsb/collection/469367/575670/248319,1577,"Laktionov, A.P.","Laktionov, A.P.",0.0
9852,Lakušić,D.,,,,,,,"Lakušić, D.",1,https://herbarium.bgbm.org/object/B100661057,14441,"Lakušić, D.","Lakušić, D.",0.0
9861,Lam,H.J.,,,,,,,"Lam, H.J.",30,https://herbarium.bgbm.org/object/B101154109,7933,"Lam, H.J.","Lam, H.J.",0.0
9864,Lamb,I.M.,,,,,,,"Lamb, I.M.",1,https://je.jacq.org/JE04007878,4882,"Lamb, I.M.","Lamb, I.M.",0.0
9867,Lambert,A.B.,,,,,,,"Lambert, A.B.",5,http://id.snsb.info/snsb/collection/407628/472658/191514,8534,"Lambert, A.B.","Lambert, A.B.",0.0
9869,Lambert,W.,,,,,,,"Lambert, W.",4,https://herbarium.bgbm.org/object/B100002416,9118,"Lambert, W.","Lambert, W.",0.0
9873,Lammers,T.G.,,,,,,,"Lammers, T.G.",3,https://herbarium.bgbm.org/object/B100365454,10968,"Lammers, T.G.","Lammers, T.G.",0.0
9875,Lamond,J.M.,,,,,,,"Lamond, J.M.",9,http://id.snsb.info/snsb/collection/475662/585769/256962,8636,"Lamond, J.M.","Lamond, J.M.",0.0
9877,Lamotte,M.,,,,,,,"Lamotte, M.",2,https://herbarium.bgbm.org/object/B100384272,13875,"Lamotte, M.","Lamotte, M.",0.0
9881,Lampinen,R.,,,,,,,"Lampinen, R.",5,http://id.snsb.info/snsb/collection/673837/733999/380451,11180,"Lampinen, R.","Lampinen, R.",0.0
9887,Land,W.J.G.,,,,,,,"Land, W.J.G.",7,https://herbarium.bgbm.org/object/B200143172,18687,"Land, W.J.G.","Land, W.J.G.",0.0
9896,Landmark,J.R.,,,,,,,"Landmark, J.R.",1,https://dr.jacq.org/DR055454,14903,"Landmark, J.R.","Landmark, J.R.",0.0
9899,Landström,T.,,,,,,,"Landström, T.",51,https://herbarium.bgbm.org/object/B101137469,9887,"Landström, T.","Landström, T.",0.0
9902,Lanfranco,E.,,,,,,,"Lanfranco, E.",1,https://herbarium.bgbm.org/object/B100215329,15611,"Lanfranco, E.","Lanfranco, E.",0.0
9906,Lang,W.,,,,,,,"Lang, W.",12,https://herbarium.bgbm.org/object/B100086720,4093,"Lang, W.","Lang, W.",0.0
9908,Langdon,T.,,,,,,,"Langdon, T.",2,https://je.jacq.org/JE00013255,18699,"Langdon, T.","Langdon, T.",0.0
9910,Lange,A.,,,,,,,"Lange, A.",1,https://dr.jacq.org/DR015256,12971,"Lange, A.","Lange, A.",0.0
9911,Lange,B.,,,,,,,"Lange, B.",1,https://je.jacq.org/JE00025090,11384,"Lange, B.","Lange, B.",0.0
9912,Lange,E.,,,,,,,"Lange, E.",1,https://je.jacq.org/JE00016868,13813,"Lange, E.","Lange, E.",0.0
9916,Lange,J.,,,,,,,"Lange, J.",13,http://id.snsb.info/snsb/collection/469069/575372/248021,6658,"Lange, J.","Lange, J.",0.0
9918,Lange,L.,,,,,,,"Lange, L.",1,https://herbarium.bgbm.org/object/B100847679,16487,"Lange, L.","Lange, L.",0.0
9919,Lange,O.L.,,,,,,,"Lange, O.L.",1,https://herbarium.bgbm.org/object/B600034295,8980,"Lange, O.L.","Lange, O.L.",0.0
300,Lange,Michael,,,,,,,"Lange, Michael",1,https://je.jacq.org/JE00000977,406,"Lange, Michael","Lange, Michael",0.0
9925,Langethal,C.E.,,,,,,,"Langethal, C.E.",1,https://je.jacq.org/JE00020403,18421,"Langethal, C.E.","Langethal, C.E.",0.0
9930,Langlassé,E.,,,,,,,"Langlassé, E.",29,https://herbarium.bgbm.org/object/B100202265,2264,"Langlassé, E.","Langlassé, E.",0.0
9938,Lanjouw,J.,,,,,,,"Lanjouw, J.",3,https://je.jacq.org/JE04009819,10275,"Lanjouw, J.","Lanjouw, J.",0.0
9940,Lankester,C.H.,,,,,,,"Lankester, C.H.",1,https://herbarium.bgbm.org/object/B200143210,19786,"Lankester, C.H.","Lankester, C.H.",0.0
9949,Lanza,D.,,,,,,,"Lanza, D.",1,http://id.snsb.info/snsb/collection/501693/622927/280483,620,"Lanza, D.","Lanza, D.",0.0
9964,Larsen,K.,,,,,,,"Larsen, K.",48,http://id.snsb.info/snsb/collection/501232/622451/280035,18661,"Larsen, K.","Larsen, K.",0.0
9965,Larsen,S.S.,,,,,,,"Larsen, S.S.",36,https://herbarium.bgbm.org/object/B100061202,5332,"Larsen, S.S.","Larsen, S.S.",0.0
9973,Lasch,W.G.,,,,,,,"Lasch, W.G.",7,https://herbarium.bgbm.org/object/B200116972,4310,"Lasch, W.G.","Lasch, W.G.",0.0
9975,Last,J.T.,,,,,,,"Last, J.T.",3,https://herbarium.bgbm.org/object/B200123874,1555,"Last, J.T.","Last, J.T.",0.0
9977,Lastrucci,L.,,,,,,,"Lastrucci, L.",24,https://herbarium.bgbm.org/object/B101042660,9040,"Lastrucci, L.","Lastrucci, L.",0.0
9983,Latz,P.K.,,,,,,,"Latz, P.K.",1,https://herbarium.bgbm.org/object/B100844097,11101,"Latz, P.K.","Latz, P.K.",0.0
9984,Latzel,A.,,,,,,,"Latzel, A.",12,https://je.jacq.org/JE04005749,14053,"Latzel, A.","Latzel, A.",0.0
9998,Laurent,,,,,,,,Laurent,11,https://herbarium.bgbm.org/object/B100153279,2797,Laurent,"Laurent, É.",0.0
10000,Laurent,É.,,,,,,,"Laurent, É.",5,http://id.snsb.info/snsb/collection/489095/601331/270979,16517,"Laurent, É.","Laurent, É.",0.0
10006,Laus,H.,,,,,,,"Laus, H.",63,https://herbarium.bgbm.org/object/B100630732,18628,"Laus, H.","Laus, H.",0.0
10008,Lausi,D.,,,,,,,"Lausi, D.",1,https://herbarium.bgbm.org/object/B100190023,10627,"Lausi, D.","Lausi, D.",0.0
10010,Lautenschläger,T.,,,,,,,"Lautenschläger, T.",1222,https://dr.jacq.org/DR048225,11397,"Lautenschläger, T.","Lautenschläger, T.",0.0
10012,Lauterbach,C.A.G.,,,,,,,"Lauterbach, C.A.G.",47,https://herbarium.bgbm.org/object/B100279279,5210,"Lauterbach, C.A.G.","Lauterbach, C.A.G.",0.0
10017,Lavranos,J.J.,,,,,,,"Lavranos, J.J.",3,https://herbarium.bgbm.org/object/B101185073,16278,"Lavranos, J.J.","Lavranos, J.J.",0.0
10019,Law,J.S.,,,,,,,"Law, J.S.",41,http://id.snsb.info/snsb/collection/504793/626128/283734,11242,"Law, J.S.","Law, J.S.",0.0
10024,Lawrence,G.H.M.,,,,,,,"Lawrence, G.H.M.",2,https://herbarium.bgbm.org/object/B100515969,19140,"Lawrence, G.H.M.","Lawrence, G.H.M.",0.0
10025,Lawrence,R.W.,,,,,,,"Lawrence, R.W.",9,http://id.snsb.info/snsb/collection/524543/648343/306009,262,"Lawrence, R.W.","Lawrence, R.W.",0.0
10027,Lay,G.T.,,,,,,,"Lay, G.T.",1,https://herbarium.bgbm.org/object/B100278753,2282,"Lay, G.T.","Lay, G.T.",0.0
10031,Lazarides,M.,,,,,,,"Lazarides, M.",12,https://herbarium.bgbm.org/object/B100157459,7392,"Lazarides, M.","Lazarides, M.",0.0
10035,Lazkov,G.A.,,,,,,,"Lazkov, G.A.",428,https://herbarium.bgbm.org/object/B100751585,3911,"Lazkov, G.A.","Lazkov, G.A.",0.0
10036,Lazzeri,V.,,,,,,,"Lazzeri, V.",1,https://herbarium.bgbm.org/object/B101165374,15115,"Lazzeri, V.","Lazzeri, V.",0.0
10038,Laínz,M.,,,,,,,"Laínz, M.",1,https://herbarium.bgbm.org/object/B100004302,13328,"Laínz, M.","Laínz, M.",0.0
10052,LeGrand,A.,,,,,,,"LeGrand, A.",3,https://herbarium.bgbm.org/object/B200014689,6267,"LeGrand, A.","Legrand, A.",0.0
10056,Leach,L.C.,,,,,,,"Leach, L.C.",7,http://id.snsb.info/snsb/collection/20617/29396/20437,19133,"Leach, L.C.","Leach, L.C.",0.0
10058,Leal,C.G.,,,,,,,"Leal, C.G.",1,http://id.snsb.info/snsb/collection/118014/176814/119045,4431,"Leal, C.G.","Leal, C.G.",0.0
10069,Lebeau,J.,,,,,,,"Lebeau, J.",1,http://id.snsb.info/snsb/collection/499363/620579/278166,11266,"Lebeau, J.","Lebeau, J.",0.0
10071,Lebel,J.E.,,,,,,,"Lebel, J.E.",2,http://id.snsb.info/snsb/collection/473856/583615/255083,15976,"Lebel, J.E.","Lebel, J.E.",0.0
10075,Lebrun,J.,,,,,,,"Lebrun, J.",17,http://id.snsb.info/snsb/collection/16983/25762/16803,4596,"Lebrun, J.","Lebrun, J.",0.0
10077,Lebrun,J.P.A.,,,,,,,"Lebrun, J.P.A.",1,http://id.snsb.info/snsb/collection/480667/591790/262048,5429,"Lebrun, J.P.A.","Lebrun, J.P.A.",0.0
10080,Lechler,W.,,,,,,,"Lechler, W.",375,http://id.snsb.info/snsb/collection/117767/176567/118830,19607,"Lechler, W.","Lechler, W.",0.0
302,Lechler,Wilibald,,,,,,,"Lechler, Wilibald",4,https://herbarium.bgbm.org/object/B101204176,151,"Lechler, Wilibald","Lechler, Wilibald",0.0
10085,Lecoq,H.,,,,,,,"Lecoq, H.",2,https://herbarium.bgbm.org/object/B100384272,18947,"Lecoq, H.","Lecoq, H.",0.0
10093,Ledermann,C.L.,,,,,,,"Ledermann, C.L.",1138,http://id.snsb.info/snsb/collection/21373/30151/21192,622,"Ledermann, C.L.","Ledermann, C.L.",0.0
10100,Lee,Y.N.,,,,,,,"Lee, Y.N.",1,https://herbarium.bgbm.org/object/B100346878,19736,"Lee, Y.N.","Lee, Y.N.",0.0
10101,Leege,O.,,,,,,,"Leege, O.",1,https://dr.jacq.org/DR055180,11469,"Leege, O.","Leege, O.",0.0
10108,Leeuwenberg,A.J.M.,,,,,,,"Leeuwenberg, A.J.M.",130,http://id.snsb.info/snsb/collection/16130/24873/15950,14286,"Leeuwenberg, A.J.M.","Leeuwenberg, A.J.M.",0.0
10109,Leferenz,S.,,,,,,,"Leferenz, S.",1,http://id.snsb.info/snsb/collection/645133/700025/350763,701,"Leferenz, S.","Leferenz, S.",0.0
10113,Legrand,C.D.,,,,,,,"Legrand, C.D.",1,https://herbarium.bgbm.org/object/B100250392,19884,"Legrand, C.D.","Legrand, C.D.",0.0
10116,Lehmann,A.,,,,,,,"Lehmann, A.",16,http://id.snsb.info/snsb/collection/455431/555959/234911,12580,"Lehmann, A.","Lehmann, A.",0.0
10119,Lehmann,C.B.,,,,,,,"Lehmann, C.B.",7,https://je.jacq.org/JE00017885,19155,"Lehmann, C.B.","Lehmann, C.B.",0.0
10120,Lehmann,E.,,,,,,,"Lehmann, E.",5,https://dr.jacq.org/DR026390,12450,"Lehmann, E.","Lehmann, E.",0.0
10121,Lehmann,F.C.,,,,,,,"Lehmann, F.C.",248,http://id.snsb.info/snsb/collection/498467/619594/277309,13736,"Lehmann, F.C.","Lehmann, F.C.",0.0
10124,Lehmann,L.,,,,,,,"Lehmann, L.",5,https://dr.jacq.org/DR016083,14872,"Lehmann, L.","Lehmann, L.",0.0
10128,Lehmbach,H.,,,,,,,"Lehmbach, H.",5,http://id.snsb.info/snsb/collection/195265/479249/177041,14951,"Lehmbach, H.","Lehmbach, H.",0.0
10130,Lehto,E.,,,,,,,"Lehto, E.",1,https://herbarium.bgbm.org/object/B101149403,6459,"Lehto, E.","Lehto, E.",0.0
10133,Leiberg,J.B.,,,,,,,"Leiberg, J.B.",6,https://herbarium.bgbm.org/object/B100241202,4934,"Leiberg, J.B.","Leiberg, J.B.",0.0
10137,Leibold,F.E.,,,,,,,"Leibold, F.E.",23,https://je.jacq.org/JE04007059,12052,"Leibold, F.E.","Leibold, F.E.",0.0
10140,Leichhardt,L.,,,,,,,"Leichhardt, L.",1,http://id.snsb.info/snsb/collection/196122/480203/177898,8854,"Leichhardt, L.","Leichhardt, L.",0.0
10141,Leichtlin,M.,,,,,,,"Leichtlin, M.",2,https://je.jacq.org/JE00020010,14875,"Leichtlin, M.","Leichtlin, M.",0.0
10144,Leimbach,G.,,,,,,,"Leimbach, G.",4,https://je.jacq.org/JE00025015,2464,"Leimbach, G.","Leimbach, G.",0.0
10153,Leistner,O.A.,,,,,,,"Leistner, O.A.",31,http://id.snsb.info/snsb/collection/17472/26251/17292,20124,"Leistner, O.A.","Leistner, O.A.",0.0
10165,Lejeune,A.L.S.,,,,,,,"Lejeune, A.L.S.",20,https://je.jacq.org/JE00003646,8408,"Lejeune, A.L.S.","Lejeune, A.L.S.",0.0
10166,Lelean,Y.,,,,,,,"Lelean, Y.",8,http://id.snsb.info/snsb/collection/24676/33454/24244,14026,"Lelean, Y.","Lelean, Y.",0.0
10171,Lemann,C.M.,,,,,,,"Lemann, C.M.",2,https://je.jacq.org/JE04001319,15871,"Lemann, C.M.","Lemann, C.M.",0.0
10173,Lemieux,G.,,,,,,,"Lemieux, G.",2,https://herbarium.bgbm.org/object/B100089761,19409,"Lemieux, G.","Lemieux, G.",0.0
10175,Lemke,W.,,,,,,,"Lemke, W.",9,https://je.jacq.org/JE00029583,1515,"Lemke, W.","Lemke, W.",0.0
10176,Lemmens,R.H.M.J.,,,,,,,"Lemmens, R.H.M.J.",1,https://herbarium.bgbm.org/object/B100154154,4400,"Lemmens, R.H.M.J.","Lemmens, R.H.M.J.",0.0
10178,Lemmon,J.G.,,,,,,,"Lemmon, J.G.",28,http://id.snsb.info/snsb/collection/478601/589524/259623,4119,"Lemmon, J.G.","Lemmon, J.G.",0.0
10185,Lendemer,J.C.,,,,,,,"Lendemer, J.C.",4,https://herbarium.bgbm.org/object/B600181607,1682,"Lendemer, J.C.","Lendemer, J.C.",0.0
10188,Lengyel,G.,,,,,,,"Lengyel, G.",7,https://je.jacq.org/JE00015083,3361,"Lengyel, G.","Lengyel, G.",0.0
10202,Leonard,E.C.,,,,,,,"Leonard, E.C.",5,https://herbarium.bgbm.org/object/B100000867,6454,"Leonard, E.C.","Leonard, E.C.",0.0
10203,Leonard,S.W.,,,,,,,"Leonard, S.W.",15,http://id.snsb.info/snsb/collection/501942/623176/280732,6446,"Leonard, S.W.","Leonard, S.W.",0.0
10214,Leonhardt,O.,,,,,,,"Leonhardt, O.",31,https://herbarium.bgbm.org/object/B101142254,9736,"Leonhardt, O.","Leonhardt, O.",0.0
10216,Leonova,T.,,,,,,,"Leonova, T.",1,https://herbarium.bgbm.org/object/B100007304,10070,"Leonova, T.","Leonova, T.",0.0
10219,Lepage,E.,,,,,,,"Lepage, E.",1,https://herbarium.bgbm.org/object/B100278968,10662,"Lepage, E.","Lepage, E.",0.0
10224,Lepis,K.B.,,,,,,,"Lepis, K.B.",1,https://herbarium.bgbm.org/object/B100603413,15073,"Lepis, K.B.","Lepis, K.B.",0.0
10229,Lepper,L.,,,,,,,"Lepper, L.",312,https://herbarium.bgbm.org/object/B100009017,4863,"Lepper, L.","Lepper, L.",0.0
10233,Leprieur,F.M.R.,,,,,,,"Leprieur, F.M.R.",11,http://id.snsb.info/snsb/collection/502323/623557/281113,6413,"Leprieur, F.M.R.","Leprieur, F.M.R.",0.0
10235,Lepschi,B.J.,,,,,,,"Lepschi, B.J.",9,https://herbarium.bgbm.org/object/B100009630,8089,"Lepschi, B.J.","Lepschi, B.J.",0.0
10236,Lepší,M.,,,,,,,"Lepší, M.",1,http://id.snsb.info/snsb/collection/728937/799270/431909,275,"Lepší, M.","Lepší, M.",0.0
10244,Leresche,L.F.J.R.,,,,,,,"Leresche, L.F.J.R.",14,http://id.snsb.info/snsb/collection/511995/634305/291410,16401,"Leresche, L.F.J.R.","Leresche, L.F.J.R.",0.0
10255,Lesica,P.,,,,,,,"Lesica, P.",1,https://herbarium.bgbm.org/object/BGT0003836,20178,"Lesica, P.","Lesica, P.",0.0
10260,Lessing,C.F.,,,,,,,"Lessing, C.F.",8,http://id.snsb.info/snsb/collection/479807/590853/260777,18926,"Lessing, C.F.","Lessing, C.F.",0.0
10265,Letendre,J.B.P.,,,,,,,"Letendre, J.B.P.",4,http://id.snsb.info/snsb/collection/514155/637081/293831,9286,"Letendre, J.B.P.","Letendre, J.B.P.",0.0
10268,Letourneux,A.,,,,,,,"Letourneux, A.",10,http://id.snsb.info/snsb/collection/188543/219322/171548,6035,"Letourneux, A.","Letourneux, A.",0.0
10271,Letourneux,T.,,,,,,,"Letourneux, T.",2,https://je.jacq.org/JE00017865,5483,"Letourneux, T.","Letourneux, T.",0.0
10272,Letouzey,R.,,,,,,,"Letouzey, R.",7,https://herbarium.bgbm.org/object/B100158121,1455,"Letouzey, R.","Letouzey, R.",0.0
10274,Lettau,G.,,,,,,,"Lettau, G.",46,https://herbarium.bgbm.org/object/B600033783,4478,"Lettau, G.","Lettau, G.",0.0
10278,Leuckert,C.,,,,,,,"Leuckert, C.",1,https://herbarium.bgbm.org/object/B100307437,14401,"Leuckert, C.","Leuckert, C.",0.0
10281,Leuenberger,B.E.,,,,,,,"Leuenberger, B.E.",255,https://herbarium.bgbm.org/object/B100005570,563,"Leuenberger, B.E.","Leuenberger, B.E.",0.0
