source_data	related_parsed_name	parsed_names	cleaned_names	cleaned_index_name_of_empty_result
J.D.L. & R. D'hose	J.D.L. D'hose	parsed:J.D.L. D'hose<SEP>R. D'hose	cleaned:<SEP>	cleaned_0index:0
J.D.L. & R. D'hose	R. D'hose	parsed:J.D.L. D'hose<SEP>R. D'hose	cleaned:<SEP>	cleaned_0index:1
J.DL. in R. D'hose	J. DL. in R. D'hose	parsed:J. DL. in R. D'hose		cleaned_0index:0
J.Del. & J.Lambinon	J. Del	parsed:J. Del<SEP>J. Lambinon	cleaned:<SEP>J. Lambinon	cleaned_0index:0
J.Del. & V. Nerom	J. Del	parsed:J. Del<SEP>V. Nerom	cleaned:<SEP>V. Nerom	cleaned_0index:0
J.E. B[]	J.E. B	parsed:J.E. B		cleaned_0index:0
J.E. D[e ]L[anghe] + J.A.E. Slembrouck	J.E. D	parsed:J.E. D<SEP>J.A.E. Slembrouck	cleaned:<SEP>J.A.E. Slembrouck	cleaned_0index:0
J.E. D[ondry]	J.E. D	parsed:J.E. D		cleaned_0index:0
J.E. De Langhe & D'hose R.	D'hose R.	parsed:J.E. De Langhe<SEP>D'hose R.	cleaned:J.E. De Langhe<SEP>	cleaned_0index:1
J.E. De Langhe & Ent. Kr.	Ent. Kr.	parsed:J.E. De Langhe<SEP>Ent. Kr.	cleaned:J.E. De Langhe<SEP>	cleaned_0index:1
J.E. De Langhe & Paula Del.	Paula Del	parsed:J.E. De Langhe<SEP>Paula Del	cleaned:J.E. De Langhe<SEP>	cleaned_0index:1
J.E. De Langhe & R. D'h[ose]	R. D'h	parsed:J.E. De Langhe<SEP>R. D'h	cleaned:J.E. De Langhe<SEP>	cleaned_0index:1
J.E. De Langhe & R. D'hose	R. D'hose	parsed:J.E. De Langhe<SEP>R. D'hose	cleaned:J.E. De Langhe<SEP>	cleaned_0index:1
J.E. De Langhe en R. D'h[ose]	R. D'h	parsed:J.E. De Langhe<SEP>R. D'h	cleaned:J.E. De Langhe<SEP>	cleaned_0index:1
J.E. Zetterstadt in F. Crépin - Herbarium Rosarum	Herbarium Rosarum	parsed:J.E.Zetterstadt in F. Crépin<SEP>Herbarium Rosarum	cleaned:J. E. Zetterstadt in F. Crépin<SEP>	cleaned_0index:1
J.F. M. Cannon, M .J. Herbert				cleaned_0index:0
J.F. Matthews, M. Jones, U.N.C. -Charlotte				cleaned_0index:0
J.G. Baker in Christ in F. Crépin - Herbarium Rosarum	Herbarium Rosarum	parsed:J.G.Baker in Christ in F. Crépin<SEP>Herbarium Rosarum	cleaned:J. G. Baker in Christ in F. Crépin<SEP>	cleaned_0index:1
J.H. ApteR.M. Ll.	J.H. ApteR.M. Ll.	parsed:J.H. ApteR.M. Ll.		cleaned_0index:0
J.H. Kirkbride, J.r, E.K. Matsunaga Ono, L.M. Ferreira e S. Pautino Mattos	E.K. Matsunaga Ono J.r	parsed:J.H. Kirkbride<SEP>E.K. Matsunaga Ono J.r<SEP>L.M. Ferreira<SEP>S.Pautino Mattos	cleaned:J.H. Kirkbride<SEP><SEP>L.M. Ferreira<SEP>S. Pautino Mattos	cleaned_0index:1
J.H.A. Jenner in Christ in F. Crépin - Herbarium Rosarum	Herbarium Rosarum	parsed:J.H.A.Jenner in Christ in F. Crépin<SEP>Herbarium Rosarum	cleaned:J. H. A. Jenner in Christ in F. Crépin<SEP>	cleaned_0index:1
J.K. Small G.K. Small	J.K. Small G.K. Small	parsed:J.K. Small G.K. Small		cleaned_0index:0
J.K. U.	J.K. U.	parsed:J.K. U.		cleaned_0index:0
J.Leurquin in R. d'Hose				cleaned_0index:0
J.M. Dumont et J. Lebrun in Unité d'Ecologie et de Biogéographie				cleaned_0index:0
J.P.M. & J.H. Brenan, J.B. Gillet ad Others				cleaned_0index:0
J.P.M. & J.H. Brenan, Miss W. Chomba & Kanuri				cleaned_0index:0
J.R . Bozeman, S. Spongberg, J. Logue, D. Culwell				cleaned_0index:0
J.Stone & R . Niangadouma				cleaned_0index:0
J.W. Taylor M. Jones, P. Campbell L. Kessler, L. Miller	J.W. Taylor M. Jones	parsed:J.W. Taylor M. Jones<SEP>P.Campbell L. Kessler<SEP>L. Miller	cleaned:<SEP>P. Campbell L. Kessler<SEP>L. Miller	cleaned_0index:0
JA				cleaned_0index:0
JDL & C. Pelgr.				cleaned_0index:0
JDL. & R.D'h. in R. D'hose	R.D'h. in R. D'hose	parsed:Jdl<SEP>R.D'h. in R. D'hose	cleaned:Jdl<SEP>	cleaned_0index:1
JDL. in R. D'hose	JDL. in R. D'hose	parsed:JDL. in R. D'hose		cleaned_0index:0
JDM				cleaned_0index:0
JDS				cleaned_0index:0
JDel. & R. D'h.	R. D'h.	parsed:JDel<SEP>R. D'h.	cleaned:JDel<SEP>	cleaned_0index:1
JDuvigne[]	JDuvigne	parsed:JDuvigne		cleaned_0index:0
JG				cleaned_0index:0
JGMen[g]e	JGMen	parsed:JGMen		cleaned_0index:0
JGMen[ze]	JGMen	parsed:JGMen		cleaned_0index:0
JGMenge	JGMenge	parsed:JGMenge		cleaned_0index:0
JGMenze	JGMenze	parsed:JGMenze		cleaned_0index:0
JGaaf	JGaaf	parsed:JGaaf		cleaned_0index:0
JGeraru	JGeraru	parsed:JGeraru		cleaned_0index:0
JH				cleaned_0index:0
JHeerrera	JHeerrera	parsed:JHeerrera		cleaned_0index:0
JJ. Duvigneaud in .E. De Langhe				cleaned_0index:0
JJEV				cleaned_0index:0
JK				cleaned_0index:0
JKans	JKans	parsed:JKans		cleaned_0index:0
JKewemant	JKewemant	parsed:JKewemant		cleaned_0index:0
JKuprenicus	JKuprenicus	parsed:JKuprenicus		cleaned_0index:0
JL				cleaned_0index:0
JLammont	JLammont	parsed:JLammont		cleaned_0index:0
JLavalles	JLavalles	parsed:JLavalles		cleaned_0index:0
JMLange	JMLange	parsed:JMLange		cleaned_0index:0
JMa[bill]	JMa	parsed:JMa		cleaned_0index:0
JMosbach	JMosbach	parsed:JMosbach		cleaned_0index:0
JPM				cleaned_0index:0
JR Acher Briffo				cleaned_0index:0
JR Archer Briggs				cleaned_0index:0
JRalief	JRalief	parsed:JRalief		cleaned_0index:0
JS				cleaned_0index:0
JSV				cleaned_0index:0
JSecondaire	JSecondaire	parsed:JSecondaire		cleaned_0index:0
JTernaz	JTernaz	parsed:JTernaz		cleaned_0index:0
JV				cleaned_0index:0
JW				cleaned_0index:0
Jaakko Jalas in Museum botanicum Universitatis, Helsinki	Jaakko Jalas in botanicum Universitatis	parsed:Jaakko Jalas in botanicum Universitatis<SEP>Helsinki	cleaned:<SEP>Helsinki	cleaned_0index:0
Jac. Koopman, [Chovzczrns]				cleaned_0index:0
James F. Parnell, Wilmington College	Wilmington College	parsed:James F. Parnell<SEP>Wilmington College	cleaned:James F. Parnell<SEP>	cleaned_0index:1
Jan. Gen.				cleaned_0index:0
Jaques Ed.	Jaques Ed.	parsed:Jaques Ed.		cleaned_0index:0
Jard. Col. Laeken				cleaned_0index:0
Jard. Col. de Laeken				cleaned_0index:0
Jard. bot. du Copenhague in F. Crépin - Herbarium Rosarum	Herbarium Rosarum	parsed:Jard bot. du Copenhague in F. Crépin<SEP>Herbarium Rosarum	cleaned:Jard F. Crépin<SEP>	cleaned_0index:1
Jardin Botanique Eala	Jardin Botanique Eala	parsed:Jardin Botanique Eala		cleaned_0index:0
Jardin Botanique d'Eale	Jardin Botanique d'Eale	parsed:Jardin Botanique d'Eale		cleaned_0index:0
Jardin Col. Laeken				cleaned_0index:0
Jardin Colenial de Laeken	Jardin Colenial de Laeken	parsed:Jardin Colenial de Laeken		cleaned_0index:0
Jardin Colonial	Jardin Colonial	parsed:Jardin Colonial		cleaned_0index:0
Jardin Colonial de Lacken	Jardin Colonial de Lacken	parsed:Jardin Colonial de Lacken		cleaned_0index:0
Jardin Colonial de Laeken	Jardin Colonial de Laeken	parsed:Jardin Colonial de Laeken		cleaned_0index:0
Jas. E. Bagnall in Christ in F. Crépin - Herbarium Rosarum	Herbarium Rosarum	parsed:Jas E.Bagnall in Christ in F. Crépin<SEP>Herbarium Rosarum	cleaned:Jas E. Bagnall in Christ in F. Crépin<SEP>	cleaned_0index:1
Jdl & R. R'h.	R. R'h.	parsed:Jdl<SEP>R. R'h.	cleaned:Jdl<SEP>	cleaned_0index:1
Jean Malvaux Sc.	Jean Malvaux Sc.	parsed:Jean Malvaux Sc.		cleaned_0index:0
Jeanne Collignon in Herbier Henri Van Heurck	Jeanne Collignon in Herbier Henri Van Heurck	parsed:Jeanne Collignon in Herbier Henri Van Heurck		cleaned_0index:0
Jennifer Riddell, Courtesy oh the California Lichen Society	Courtesy oh the California Lichen Society	parsed:Jennifer Riddell<SEP>Courtesy oh the California Lichen Society	cleaned:Jennifer Riddell<SEP>	cleaned_0index:1
Jens Ab.	Jens Ab.	parsed:Jens Ab.		cleaned_0index:0
Jensen Th.	Jensen Th.	parsed:Jensen Th.		cleaned_0index:0
Jeppesen & O. Gelert in F. Crépin - Herbarium Rosarum	Herbarium Rosarum	parsed:Jeppesen<SEP>O.Gelert in F. Crépin<SEP>Herbarium Rosarum	cleaned:Jeppesen<SEP>O. Gelert in F. Crépin<SEP>	cleaned_0index:2
Jh. Baily in Abbé JH. Legrain				cleaned_0index:0
Jh. Baily in Abbé Jh Legrain				cleaned_0index:0
Jh. Baily in Abbé Jh. Legrain				cleaned_0index:0
Jib. F. Munroe, J. Herman Wibbe, Ph. Dr.				cleaned_0index:0
Jicinsky Fr.	Jicinsky Fr.	parsed:Jicinsky Fr.		cleaned_0index:0
Jimma Agric Tech School	Jimma Agric Tech School	parsed:Jimma Agric Tech School		cleaned_0index:0
Jimma Agric. Tech School	Jimma Agric. Tech School	parsed:Jimma Agric. Tech School		cleaned_0index:0
Jimma Agric. Tech. School	Jimma Agric. Tech. School	parsed:Jimma Agric. Tech. School		cleaned_0index:0
Jimma Agric. Techn. School	Jimma Agric. Techn. School	parsed:Jimma Agric. Techn. School		cleaned_0index:0
Joachim Steetz Dr, [JHamburgeasis]				cleaned_0index:0
Joachim Steetz Dr., JHamburgensis	JHamburgensis	parsed:Joachim Steetz<SEP>JHamburgensis	cleaned:Joachim Steetz<SEP>	cleaned_0index:1
Joh. Lange in F. Crépin - Herbarium Rosarum	Herbarium Rosarum	parsed:Joh Lange in F. Crépin<SEP>Herbarium Rosarum	cleaned:Joh Lange in F. Crépin<SEP>	cleaned_0index:1
Johan Le[ffler]	Johan Le	parsed:Johan Le		cleaned_0index:0
Johansson J. Th., Nybom H. & Riebe S.	Johansson J. Th.	parsed:Johansson J. Th.<SEP>H. Nybom<SEP>S. Riebe	cleaned:<SEP>H. Nybom<SEP>S. Riebe	cleaned_0index:0
Johansson J. Th., Nybom H. and Riebe S.	Johansson J. Th.	parsed:Johansson J. Th.<SEP>H. Nybom<SEP>S. Riebe	cleaned:<SEP>H. Nybom<SEP>S. Riebe	cleaned_0index:0
Johansson J.Th., Nybom H. & Riebe S.	Johansson J. Th.	parsed:Johansson J. Th.<SEP>H. Nybom<SEP>S. Riebe	cleaned:<SEP>H. Nybom<SEP>S. Riebe	cleaned_0index:0
Johansson J.Th., Nybom H. and Riebe S.	Johansson J. Th.	parsed:Johansson J. Th.<SEP>H. Nybom<SEP>S. Riebe	cleaned:<SEP>H. Nybom<SEP>S. Riebe	cleaned_0index:0
John Hardy in Charles bailey				cleaned_0index:0
John K. Small. John B. Dewinkeler	John K. Small. John B. Dewinkeler	parsed:John K. Small. John B. Dewinkeler		cleaned_0index:0
John Van De Put in A .Hardy				cleaned_0index:0
John Van de Put et A . Hardy				cleaned_0index:0
Johnson St.	Johnson St.	parsed:Johnson St.		cleaned_0index:0
Jongkind C.C.H. & Nimba Botanical Team	Nimba Botanical Team	parsed:C.C.H. Jongkind<SEP>Nimba Botanical Team	cleaned:C.C.H. Jongkind<SEP>	cleaned_0index:1
Joost Bogemans, Paul Hendrickx, ...				cleaned_0index:0
Joost Bogemans, Paul Hendrickx, ..........				cleaned_0index:0
Joost Bogemans,, Paul Hendrickx, Johan Martens, Dirk Packet, Edwin Schoeters En Jos Vanden Berghe				cleaned_0index:0
Jos Bijnens, Luc Bouwens, ...				cleaned_0index:0
Jos Bijnens, Luc Bouwens, .....				cleaned_0index:0
Jos. Em. [Kabás]	Jos. Em.	parsed:Jos. Em.		cleaned_0index:0
Josepho & M. Lacoizqueta in F. Crépin - Herbarium Rosarum	Herbarium Rosarum	parsed:Josepho<SEP>M.Lacoizqueta in F. Crépin<SEP>Herbarium Rosarum	cleaned:Josepho<SEP>M. Lacoizqueta in F. Crépin<SEP>	cleaned_0index:2
Joy Bonvillain Botany	Joy Bonvillain Botany	parsed:Joy Bonvillain Botany		cleaned_0index:0
Joz. Van[]	Joz. Van	parsed:Joz. Van		cleaned_0index:0
Jr Laeroiej				cleaned_0index:0
Jr Vahl				cleaned_0index:0
Jr. Léothade [Handtekening op etiket] - Jr. Léothade De Ruyver [Na Herbier]				cleaned_0index:0
Julian A. Steyermark Basset Maguire Charles Brewer-Carías Celia K. Maguire	Julian A. Steyermark Basset Maguire Charles Brewer-Carías Celia K. Maguire	parsed:Julian A. Steyermark Basset Maguire Charles Brewer-Carías Celia K. Maguire		cleaned_0index:0
Julien Crosnu in Boreau in F. Crépin - Herbarium Rosarum	Herbarium Rosarum	parsed:Julien Crosnu in Boreau in F. Crépin<SEP>Herbarium Rosarum	cleaned:Julien Crosnu in Boreau in F. Crépin<SEP>	cleaned_0index:1
K				cleaned_0index:0
K. Koch in F. Crépin - Herbarium Rosarum	Herbarium Rosarum	parsed:K.Koch in F. Crépin<SEP>Herbarium Rosarum	cleaned:K. Koch in F. Crépin<SEP>	cleaned_0index:1
K. Richter in F. Crépin - Herbarium Rosarum	Herbarium Rosarum	parsed:K.Richter in F. Crépin<SEP>Herbarium Rosarum	cleaned:K. Richter in F. Crépin<SEP>	cleaned_0index:1
K. Richter in F. Crépin - HerbariumRosarum	HerbariumRosarum	parsed:K.Richter in F. Crépin<SEP>HerbariumRosarum	cleaned:K. Richter in F. Crépin<SEP>	cleaned_0index:1
K. Richter in F. Cépin - HerbariumRosarum	HerbariumRosarum	parsed:K.Richter in F. Cépin<SEP>HerbariumRosarum	cleaned:K. Richter in F. Cépin<SEP>	cleaned_0index:1
K. U[]ngar	K. U	parsed:K. U		cleaned_0index:0
K. Z. H.	K. Z. H.	parsed:K. Z. H.		cleaned_0index:0
K.B. J.[Forssell]	K.B. J.	parsed:K.B. J.		cleaned_0index:0
K.J. Lönnroth inF. Crépin - Herbarium Rosarum	Herbarium Rosarum	parsed:K.J.Lönnroth inF. Crépin<SEP>Herbarium Rosarum	cleaned:K.J.Lönnroth Crépin<SEP>	cleaned_0index:1
KFrank	KFrank	parsed:KFrank		cleaned_0index:0
KFrankt	KFrankt	parsed:KFrankt		cleaned_0index:0
KFrautl	KFrautl	parsed:KFrautl		cleaned_0index:0
KGrin[]	KGrin	parsed:KGrin		cleaned_0index:0
KIsimba, Muzinga & Matamba	KIsimba	parsed:KIsimba<SEP>Muzinga<SEP>Matamba	cleaned:<SEP>Muzinga<SEP>Matamba	cleaned_0index:0
KOLBACH				cleaned_0index:0
KPranbl	KPranbl	parsed:KPranbl		cleaned_0index:0
KPrantt	KPrantt	parsed:KPrantt		cleaned_0index:0
KREMER				cleaned_0index:0
KRanh	KRanh	parsed:KRanh		cleaned_0index:0
KRosenstok	KRosenstok	parsed:KRosenstok		cleaned_0index:0
KTraust	KTraust	parsed:KTraust		cleaned_0index:0
K[n]. J. Lönnroth				cleaned_0index:0
Kai Larsen, S. Jeppesen & B. L[]tnant	B. L	parsed:S.Jeppesen Kai Larsen<SEP>B. L	cleaned:S. Jeppesen Kai Larsen<SEP>	cleaned_0index:1
Kami E., Moutsamboté J;m;, & Harris D.J.				cleaned_0index:0
Kampen A., gezamenlijke excursie FLOWER	gezamenlijke excursie FLOWER	parsed:A. Kampen<SEP>gezamenlijke excursie FLOWER	cleaned:A. Kampen<SEP>	cleaned_0index:1
Kampmann père				cleaned_0index:0
Karl Koch in F. Crépin - Herbarium Rosarum	Herbarium Rosarum	parsed:Karl Koch in F. Crépin<SEP>Herbarium Rosarum	cleaned:Karl Koch in F. Crépin<SEP>	cleaned_0index:1
Katende A.B & Lye K.	Katende A.B	parsed:Katende A.B<SEP>K. Lye	cleaned:<SEP>K. Lye	cleaned_0index:0
Keller in F. Crépin - Herbarium Rosarum	Herbarium Rosarum	parsed:Keller in F. Crépin<SEP>Herbarium Rosarum	cleaned:Keller in F. Crépin<SEP>	cleaned_0index:1
Kemler in Christ in F. Crépin - Herbarium Rosarum	Herbarium Rosarum	parsed:Kemler in Christ in F. Crépin<SEP>Herbarium Rosarum	cleaned:Kemler in Christ in F. Crépin<SEP>	cleaned_0index:1
Kemler in F. Crépin - herbarium rosarum	herbarium rosarum	parsed:Kemler in F. Crépin<SEP>herbarium rosarum	cleaned:Kemler in F. Crépin<SEP>	cleaned_0index:1
Kerner in F. Crépin - Herbarium rosarum	Herbarium rosarum	parsed:Kerner in F. Crépin<SEP>Herbarium rosarum	cleaned:Kerner in F. Crépin<SEP>	cleaned_0index:1
Kerner in F. Crépin - HerbariumRosarum	HerbariumRosarum	parsed:Kerner in F. Crépin<SEP>HerbariumRosarum	cleaned:Kerner in F. Crépin<SEP>	cleaned_0index:1
Kesselmayer in Christ in F. Crépin - Herbarium Rosarum	Herbarium Rosarum	parsed:Kesselmayer in Christ in F. Crépin<SEP>Herbarium Rosarum	cleaned:Kesselmayer in Christ in F. Crépin<SEP>	cleaned_0index:1
Keuper & Allmendinger in F. Crépin - Herbarium Rosarum	Herbarium Rosarum	parsed:Keuper<SEP>Allmendinger in F. Crépin<SEP>Herbarium Rosarum	cleaned:Keuper<SEP>Allmendinger in F. Crépin<SEP>	cleaned_0index:2
Kew Limbe Project & KJS, Kew Limbe Project	Kew Limbe Project	parsed:Kew Limbe Project<SEP>Kew Limbe Project KJS	cleaned:<SEP>	cleaned_0index:0
Kew Limbe Project & KJS, Kew Limbe Project	Kew Limbe Project KJS	parsed:Kew Limbe Project<SEP>Kew Limbe Project KJS	cleaned:<SEP>	cleaned_0index:1
Killias in Christ in F. Crépin - Herbarium rosarum	Herbarium rosarum	parsed:Killias in Christ in F. Crépin<SEP>Herbarium rosarum	cleaned:Killias in Christ in F. Crépin<SEP>	cleaned_0index:1
King M., Scott A. Mori, Dos Santos T. S.&. Hage J. L.				cleaned_0index:0
King R. M.&. Almeda F.				cleaned_0index:0
Kisena & MMari	MMari	parsed:Kisena<SEP>MMari	cleaned:Kisena<SEP>	cleaned_0index:1
Klein Geseli Dr. Me.				cleaned_0index:0
Knepper in Centre Grégoire Fournier	Knepper in Centre Grégoire Fournier	parsed:Knepper in Centre Grégoire Fournier		cleaned_0index:0
Knepper in Centre Grégoire Fournier (Abbaye de Maredsous)	Knepper in Centre Grégoire Fournier	parsed:Knepper in Centre Grégoire Fournier		cleaned_0index:0
Kocev Hr.	Kocev Hr.	parsed:Kocev Hr.		cleaned_0index:0
Kocsis St.	Kocsis St.	parsed:Kocsis St.		cleaned_0index:0
Kousnetzoff in Jard. Bot. St.-Petersbourg in F. Crépin - Herbarium Rosarum	Herbarium Rosarum	parsed:Kousnetzoff in Jard. Bot. St.-Petersbourg in F. Crépin<SEP>Herbarium Rosarum	cleaned:Kousnetzoff F. Crépin<SEP>	cleaned_0index:1
Kraenzle in F. Crépin - Herbarium Rosarum	Herbarium Rosarum	parsed:Kraenzle in F. Crépin<SEP>Herbarium Rosarum	cleaned:Kraenzle in F. Crépin<SEP>	cleaned_0index:1
Kramer K. U. & Westra L. Y. Th.	Westra L. Y. Th.	parsed:U. Kramer K.<SEP>Westra L. Y. Th.	cleaned:U. Kramer K.<SEP>	cleaned_0index:1
Kremer et. G. guilbert				cleaned_0index:0
Krijt R. Ch.	Krijt R. Ch.	parsed:Krijt R. Ch.		cleaned_0index:0
Krone in F. Crépin - Herbarium Rosarum	Herbarium Rosarum	parsed:Krone in F. Crépin<SEP>Herbarium Rosarum	cleaned:Krone in F. Crépin<SEP>	cleaned_0index:1
Kruijt R. Ch.	Kruijt R. Ch.	parsed:Kruijt R. Ch.		cleaned_0index:0
Kruijt R.Ch.	Kruijt R. Ch.	parsed:Kruijt R. Ch.		cleaned_0index:0
Kränzle in F. Crépin - Herbarium Rosarum	Herbarium Rosarum	parsed:Kränzle in F. Crépin<SEP>Herbarium Rosarum	cleaned:Kränzle in F. Crépin<SEP>	cleaned_0index:1
Kunth in F. Crépin - Herbarium Rosarum	Herbarium Rosarum	parsed:Kunth in F. Crépin<SEP>Herbarium Rosarum	cleaned:Kunth in F. Crépin<SEP>	cleaned_0index:1
Kuoh-Cheng Yang (), Her-Long Chiang (), et al.				cleaned_0index:0
Kuoh-Cheng Yang([]), Her-Long Chiang([]).. et al.				cleaned_0index:0
Kupka Th.	Kupka Th.	parsed:Kupka Th.		cleaned_0index:0
Kyoto University Expedition	Kyoto Expedition	parsed:Kyoto Expedition		cleaned_0index:0
L . V . Luotola				cleaned_0index:0
L J & E R Musselman, C S Harris, L A Pitchford				cleaned_0index:0
L J & E R Musselman, L A Pitchford, C S Harris				cleaned_0index:0
L W.	L W.	parsed:L W.		cleaned_0index:0
L'abbé Ghijsebrechts in [Edo]uard -Marie Bernays				cleaned_0index:0
L'arlounit	L'arlounit	parsed:L'arlounit		cleaned_0index:0
L. -P. Coiteux				cleaned_0index:0
L. -Philippe Coiteaux				cleaned_0index:0
L. A.	L. A.	parsed:L. A.		cleaned_0index:0
L. A[]lard	L. A	parsed:L. A		cleaned_0index:0
L. A[ruges]	L. A	parsed:L. A		cleaned_0index:0
L. Averyyanov, N.T. Hiep, P.V The & N.T. Vinh	P.V. The	parsed:L. Averyyanov<SEP>N.T. Hiep<SEP>P.V. The<SEP>N.T. Vinh	cleaned:L. Averyyanov<SEP>N.T. Hiep<SEP><SEP>N.T. Vinh	cleaned_0index:2
L. B	L. B	parsed:L. B		cleaned_0index:0
L. B. B.	L. B. B.	parsed:L. B. B.		cleaned_0index:0
L. Bailly et A. Gosseries et J. Lambinon	A. Gosseries	parsed:L. Bailly<SEP>A. Gosseries<SEP>J. Lambinon	cleaned:L. Bailly<SEP><SEP>J. Lambinon	cleaned_0index:1
L. Berge in Collection (flore surtout du Belgique; herbier dendrologique)	L. Berge in Collection	parsed:L. Berge in Collection		cleaned_0index:0
L. Bodson, AHardy	AHardy	parsed:L. Bodson<SEP>AHardy	cleaned:L. Bodson<SEP>	cleaned_0index:1
L. Caldesi in Christ in F. Crépin - Herbarium Rosarum	Herbarium Rosarum	parsed:L.Caldesi in Christ in F. Crépin<SEP>Herbarium Rosarum	cleaned:L. Caldesi in Christ in F. Crépin<SEP>	cleaned_0index:1
L. Caldesi in F. Crépin - Herbarium Rosarum	Herbarium Rosarum	parsed:L.Caldesi in F. Crépin<SEP>Herbarium Rosarum	cleaned:L. Caldesi in F. Crépin<SEP>	cleaned_0index:1
L. Caldesi in Favrat in Christ in F. Crépin - Herbarium Rosarum	Herbarium Rosarum	parsed:L.Caldesi in Favrat in Christ in F. Crépin<SEP>Herbarium Rosarum	cleaned:L. Caldesi in Favrat in Christ in F. Crépin<SEP>	cleaned_0index:1
L. Caldesi in J.B. Keller in F. Crépin - Herbarium Rosarum	Herbarium Rosarum	parsed:L.Caldesi in J.B. Keller in F. Crépin<SEP>Herbarium Rosarum	cleaned:L. Caldesi F. Crépin<SEP>	cleaned_0index:1
L. Corbiére in F. Crépin - Herbarium Rosarum	Herbarium Rosarum	parsed:L.Corbiére in F. Crépin<SEP>Herbarium Rosarum	cleaned:L. Corbiére in F. Crépin<SEP>	cleaned_0index:1
L. Couturier in C. bamps				cleaned_0index:0
L. Couturier in Dr C. Bamps				cleaned_0index:0
L. Couturier in Unité d'Ecologie et de Biogéographie (UCL)				cleaned_0index:0
L. D, Gómez & G. Herrera	L. D	parsed:L. D<SEP>Gómez<SEP>G. Herrera	cleaned:<SEP>Gómez<SEP>G. Herrera	cleaned_0index:0
L. De [Breuck]	L. De	parsed:L. De		cleaned_0index:0
L. De[]	L. De	parsed:L. De		cleaned_0index:0
L. Duffort in F. Crépin - Herbarium Rosarum	Herbarium Rosarum	parsed:L.Duffort in F. Crépin<SEP>Herbarium Rosarum	cleaned:L. Duffort in F. Crépin<SEP>	cleaned_0index:1
L. Duffort in F. Crépin - herbarium Rosarum	herbarium Rosarum	parsed:L.Duffort in F. Crépin<SEP>herbarium Rosarum	cleaned:L. Duffort in F. Crépin<SEP>	cleaned_0index:1
L. E[]	L. E	parsed:L. E		cleaned_0index:0
L. G.	L. G.	parsed:L. G.		cleaned_0index:0
L. G[]il	L. G	parsed:L. G		cleaned_0index:0
L. G[]til	L. G	parsed:L. G		cleaned_0index:0
L. Geisenheyner in F. Crépin - herbarium Rosarum	herbarium Rosarum	parsed:L.Geisenheyner in F. Crépin<SEP>herbarium Rosarum	cleaned:L. Geisenheyner in F. Crépin<SEP>	cleaned_0index:1
L. Giraudias in F. Crépin - Herbarium Rosarum	Herbarium Rosarum	parsed:L.Giraudias in F. Crépin<SEP>Herbarium Rosarum	cleaned:L. Giraudias in F. Crépin<SEP>	cleaned_0index:1
L. L[]	L. L	parsed:L. L		cleaned_0index:0
L. La[croix]	L. La	parsed:L. La		cleaned_0index:0
L. La[crosse]	L. La	parsed:L. La		cleaned_0index:0
L. Legré in F. Crepin - Herbarium rosarum	Herbarium rosarum	parsed:L.Legré in F. Crepin<SEP>Herbarium rosarum	cleaned:L. Legré in F. Crepin<SEP>	cleaned_0index:1
L. Legré in F. Crépin - Herbarium Rosarum	Herbarium Rosarum	parsed:L.Legré in F. Crépin<SEP>Herbarium Rosarum	cleaned:L. Legré in F. Crépin<SEP>	cleaned_0index:1
L. Lillo in F. Crépin - Herbarium Rosarum	Herbarium Rosarum	parsed:L.Lillo in F. Crépin<SEP>Herbarium Rosarum	cleaned:L. Lillo in F. Crépin<SEP>	cleaned_0index:1
L. Lillo in F. Crépin - Herbarium rosarum	Herbarium rosarum	parsed:L.Lillo in F. Crépin<SEP>Herbarium rosarum	cleaned:L. Lillo in F. Crépin<SEP>	cleaned_0index:1
L. M[]	L. M	parsed:L. M		cleaned_0index:0
L. Mees G.-H. Parent	L. Mees G.-H. Parent	parsed:L. Mees G.-H. Parent		cleaned_0index:0
L. O[]	L. O	parsed:L. O		cleaned_0index:0
L. P[]	L. P	parsed:L. P		cleaned_0index:0
L. Palek	L. Palek	parsed:L. Palek		cleaned_0index:0
L. Pauwels in J. De Sloover in Unité d'Ecologie et de Biogéographie, UCL				cleaned_0index:0
L. R.	L. R.	parsed:L. R.		cleaned_0index:0
L. R. / Hoffmann H. / Röse U.	L. R.	parsed:L. R.<SEP>H. Hoffmann<SEP>U. Röse	cleaned:<SEP>H. Hoffmann<SEP>U. Röse	cleaned_0index:0
L. R. ?	L. R.	parsed:L. R.		cleaned_0index:0
L. Reichling in Musée d'Histoire Naturelle Luxembourg	L. Reichling in Musée d'Histoire Naturelle	parsed:L. Reichling in Musée d'Histoire Naturelle		cleaned_0index:0
L. Reichling in Victor d'Ansembourg				cleaned_0index:0
L. Reichnling in Musée d'histoire Naturelle Luxembourg	L. Reichnling in Musée d'histoire Naturelle	parsed:L. Reichnling in Musée d'histoire Naturelle		cleaned_0index:0
L. Renard in Universitatis Leodiensis	L. Renard in Universitatis Leodiensis	parsed:L. Renard in Universitatis Leodiensis		cleaned_0index:0
L. Richter in F. Crépin - Herbarium Rosarum	Herbarium Rosarum	parsed:L.Richter in F. Crépin<SEP>Herbarium Rosarum	cleaned:L. Richter in F. Crépin<SEP>	cleaned_0index:1
L. T.	L. T.	parsed:L. T.		cleaned_0index:0
L. T. [Dias]	L. T.	parsed:L. T.		cleaned_0index:0
